1,2,3,4,5,6
502.1977381,496.8022619,-3.617875877,3.509619717,-0.09898674,0.134500638
496.8022619,502.1977381,3.617875877,-3.509619717,0.09898674,-0.134500638
-3.617875877,3.617875877,5.987160592,-4.765468557,-0.223771872,-0.044338551
3.509619717,-3.509619717,-4.765468557,5.666643761,-0.065720138,-0.15197876
-0.09898674,0.09898674,-0.223771872,-0.065720138,1.137313448,0.085391539
0.134500638,-0.134500638,-0.044338551,-0.15197876,0.085391539,1.136147467
