Home Team,Away Team,Result,Home Team Goals Scored,Away Team Goals Scored,Home Team Possession %,Away Team Possession %,Winning Team Possession Difference %,Home Team Off Target Shots,Away Team Off Target Shots,Home Team On Target Shots,Away Team On Target Shots,Home Team Total Shots,Away Team Total Shots,Home Away Teamlocked Shots,Away Team Blocked Shots,Home Team Corners,Away Team Corners,Home Team Throw Ins,Away Team Throw Ins,Home Team Pass Success %,Away Team Pass Success %,Home Team Clearances,Away Team Clearances,Home Team Fouls,Away Team Fouls,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Second Yellow Cards,Away Team Second Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Goals Conceeded,Away Team Goals Conceeded,year,Half Time Score,Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Aerials Won,Away Team Aerials Won
0,1,Home Team Win,1,0,50,50,0,4,7,3,0,10,10,3,3,2,7,27,26,73,71,33,18,14,21,0,2,0,0,0,0,0,1,2019,0-0,1-0,2.9,6.3,5.7,21,21
0,1,Home Team Win,2,1,51,49,2,10,3,5,3,18,12,3,6,8,2,30,16,71,70,14,20,15,15,2,2,0,0,0,0,1,2,2019,44562,2-1,6.1,6.5,5.4,26,12
0,1,Home Team Win,3,1,41,59,-18,7,4,14,1,25,11,4,6,8,6,15,24,80,82,27,12,16,5,3,1,0,0,0,0,1,3,2019,1-0,3-1,7.9,7.7,4.9,21,15
0,1,Home Team Win,2,1,56,44,12,6,2,9,3,19,5,4,0,9,0,27,25,77,66,11,19,13,13,2,2,0,0,0,0,1,2,2019,1-0,2-1,6.2,7.4,5.3,23,20
0,1,Home Team Win,2,0,55,45,10,6,7,5,4,11,14,1,3,3,5,25,26,73,64,20,12,21,19,1,3,0,0,0,0,0,2,2019,1-0,2-0,4.2,6.9,5.4,47,27
1,0,Away Team Win,0,1,54,46,-8,7,4,3,5,12,15,2,6,13,6,29,17,81,78,13,30,10,13,1,4,0,0,0,0,1,0,2019,0-0,0-1,4.1,6.3,6.7,13,14
1,0,Away Team Win,2,4,76,24,-52,7,1,8,4,19,6,4,1,11,1,30,14,88,63,10,43,10,7,1,0,0,0,0,0,4,2,2019,44562,2-4,8.4,5.6,6.7,11,21
0,1,Home Team Win,1,0,38,62,-24,7,8,4,2,16,14,5,4,4,7,18,29,76,83,29,12,11,6,2,0,0,0,0,0,0,1,2019,0-0,1-0,3.5,6.5,5.9,22,18
0,1,Home Team Win,6,1,73,27,46,9,5,14,2,28,10,5,3,8,2,21,10,89,70,6,40,15,13,2,2,0,0,0,0,1,6,2019,44563,6-1,7.1,8.9,4.2,4,12
1,0,Away Team Win,0,4,38,62,24,7,3,1,7,9,18,2,8,3,5,18,21,76,86,21,22,9,10,1,0,0,0,0,0,4,0,2019,0-1,0-4,5.6,4.8,8.5,7,11
0,1,Home Team Win,2,0,39,61,-22,4,2,5,2,13,6,4,2,3,4,23,20,73,85,13,10,14,12,2,2,0,1,0,1,0,2,2019,0-0,2-0,4.7,7.6,5.1,9,13
2,2,Tie,1,1,57,43,,4,9,3,2,13,16,6,5,2,3,32,40,77,66,20,18,19,16,2,4,0,0,0,0,1,1,2019,44562,1-1,4.4,6.5,6,22,27
1,0,Away Team Win,0,3,30,70,40,2,9,1,7,5,22,2,6,3,9,15,13,76,92,13,5,12,10,2,1,0,0,0,0,3,0,2019,0-1,0-3,5.5,4.3,8.5,10,15
0,1,Home Team Win,2,1,49,51,-2,9,0,7,5,18,5,2,1,5,2,18,23,78,80,9,20,20,15,3,3,0,0,0,0,1,2,2019,44562,2-1,6.7,6.5,5.4,19,14
0,1,Home Team Win,1,0,50,50,0,4,9,5,3,11,18,2,6,7,6,13,28,79,76,24,14,15,12,1,4,0,0,1,0,0,1,2019,0-0,1-0,4.3,6.2,5.8,22,29
1,0,Away Team Win,0,5,60,40,-20,5,4,5,8,14,17,4,5,8,5,19,12,85,78,21,33,14,13,2,2,0,0,0,0,5,0,2019,0-4,0-5,7,4.2,8.6,14,23
0,1,Home Team Win,3,0,46,54,-8,3,4,7,2,12,6,2,0,4,2,30,22,68,71,10,22,11,14,3,4,0,0,0,0,0,3,2019,1-0,3-0,4.6,7.5,4.9,22,24
1,0,Away Team Win,0,2,49,51,2,8,2,2,4,16,7,6,1,6,1,21,32,68,70,9,38,17,14,2,6,0,0,0,0,2,0,2019,0-0,0-2,4.1,5,6.7,36,34
2,2,Tie,3,3,56,44,,4,2,6,8,14,12,4,2,12,3,29,32,85,77,16,14,9,5,0,0,0,0,0,0,3,3,2019,2-0,3-3,9,6.7,7.5,11,9
1,0,Away Team Win,0,1,71,29,-42,7,4,7,5,17,10,3,1,5,4,25,16,86,68,5,29,12,16,2,3,0,0,0,0,1,0,2019,0-0,0-1,4,5.9,6.3,18,18
1,0,Away Team Win,1,3,35,65,30,8,9,5,10,15,22,2,3,6,8,16,22,69,84,34,13,6,8,0,3,0,0,0,0,3,1,2019,0-1,1-3,8,4.9,7.6,20,23
2,2,Tie,1,1,54,46,,9,6,11,2,29,8,9,0,12,5,26,18,79,74,11,25,14,11,1,1,0,0,0,0,1,1,2019,0-0,1-1,6.1,7.5,5.7,32,22
1,0,Away Team Win,2,4,44,56,12,8,7,6,9,17,21,3,5,7,10,34,16,67,75,18,18,12,10,2,4,0,0,0,0,4,2,2019,44563,2-4,9.3,4.5,7.8,27,26
0,1,Home Team Win,2,0,59,41,18,3,7,6,2,17,12,8,3,8,4,32,23,82,79,9,21,6,15,2,3,0,0,0,0,0,2,2019,0-0,2-0,4.5,7.4,5.8,17,17
0,1,Home Team Win,2,1,48,52,-4,6,4,3,5,11,12,2,3,0,8,19,16,83,86,15,16,8,12,0,1,0,0,0,0,1,2,2019,0-1,2-1,6.6,7,6,14,11
0,1,Home Team Win,3,1,75,25,50,13,1,7,2,22,6,2,3,11,4,28,18,86,61,5,35,8,10,1,3,0,0,0,0,1,3,2019,0-1,3-1,6.6,7.6,5,21,12
0,1,Home Team Win,1,0,54,46,8,5,3,1,1,7,6,1,2,1,7,27,29,78,76,22,9,11,20,1,4,0,0,0,0,0,1,2019,1-0,1-0,2.7,7.1,5.8,27,19
2,2,Tie,2,2,59,41,,8,9,6,7,20,19,6,3,7,5,20,18,83,76,15,20,10,12,1,1,0,0,0,0,2,2,2019,1-0,2-2,8.2,5.6,6.4,18,24
0,1,Home Team Win,2,0,69,31,38,6,4,8,3,18,10,4,3,12,6,31,12,85,63,13,36,7,9,2,2,0,0,0,0,0,2,2019,0-0,2-0,5.4,7.4,5,19,16
1,0,Away Team Win,0,1,39,61,22,11,5,2,4,20,14,7,5,6,6,25,27,68,81,21,17,9,9,0,1,0,1,0,0,1,0,2019,0-0,0-1,4.2,5.8,6.8,14,15
2,2,Tie,0,0,41,59,,6,4,0,5,7,11,1,2,1,7,24,17,74,83,20,11,12,11,2,2,0,0,0,0,0,0,2019,0-0,0-0,2.5,5.8,6.4,20,19
0,1,Home Team Win,2,1,48,52,-4,10,7,8,6,22,17,4,4,7,5,28,12,76,78,24,33,12,20,2,4,0,0,0,0,1,2,2019,1-0,2-1,7.2,6.6,5.4,29,26
0,1,Home Team Win,2,1,51,49,2,7,12,5,5,19,20,7,3,3,8,32,19,73,73,29,18,11,11,3,1,0,0,0,0,1,2,2019,2-0,2-1,6.1,6.1,6.2,22,18
0,1,Home Team Win,2,0,45,55,-10,6,3,7,5,15,14,2,6,8,8,22,14,72,80,24,20,15,18,3,4,0,0,0,0,0,2,2019,0-0,2-0,4.9,7,5.4,29,17
0,1,Home Team Win,3,1,48,52,-4,5,6,7,8,12,18,0,4,8,5,20,31,70,74,27,18,11,18,3,3,0,0,0,0,1,3,2019,2-0,3-1,6.6,7,5.7,27,28
1,0,Away Team Win,0,1,48,52,4,9,6,2,4,18,13,7,3,6,4,29,26,74,72,19,30,17,12,4,4,0,1,0,0,1,0,2019,0-0,0-1,3.8,5.4,6.6,23,25
1,0,Away Team Win,1,2,58,42,-16,10,5,8,5,24,13,6,3,7,5,25,31,77,69,11,34,15,10,4,2,0,0,0,0,2,1,2019,0-2,1-2,6.5,5.8,6.4,25,27
1,0,Away Team Win,1,2,65,35,-30,5,8,5,3,12,13,2,2,8,6,29,21,84,71,9,29,10,13,2,2,0,0,0,0,2,1,2019,0-1,1-2,6.1,5.8,6.8,18,25
1,0,Away Team Win,3,5,29,71,42,6,6,5,8,13,17,2,3,2,6,13,23,71,87,19,4,5,5,0,1,0,0,0,0,5,3,2019,1-0,3-5,8.7,5.4,7.7,3,10
0,1,Home Team Win,3,1,66,34,32,5,5,8,5,19,15,6,5,4,4,24,24,83,66,12,28,6,20,1,3,0,0,0,0,1,3,2019,0-1,3-1,6.5,7.3,5,20,33
1,0,Away Team Win,0,4,33,67,34,4,6,1,10,7,19,2,3,0,4,14,23,72,88,24,2,7,15,3,1,0,0,0,0,4,0,2019,0-0,0-4,6.1,3.8,9.2,23,19
1,0,Away Team Win,1,4,36,64,28,3,2,7,7,13,12,3,3,6,4,24,22,75,87,14,19,8,12,3,1,0,0,0,0,4,1,2019,0-3,1-4,6.4,5.3,8.2,10,15
0,1,Home Team Win,2,0,46,54,-8,4,12,3,7,12,24,5,5,4,5,25,42,66,69,18,22,18,9,4,1,0,0,0,0,0,2,2019,0-0,2-0,4.6,6,5.8,34,27
0,1,Home Team Win,2,0,33,67,-34,1,11,5,4,7,22,1,7,4,6,14,44,64,79,27,8,7,10,1,2,0,0,0,0,0,2,2019,0-0,2-0,4.8,6.9,5.5,18,24
0,1,Home Team Win,3,1,71,29,42,6,2,5,9,15,13,4,2,6,3,34,16,82,65,11,29,7,14,1,3,0,0,0,0,1,3,2019,44562,3-1,7.3,6.6,6.3,15,20
1,0,Away Team Win,0,2,65,35,-30,8,12,5,3,19,17,6,2,6,6,31,26,83,75,20,25,11,7,4,2,0,1,0,0,2,0,2019,0-0,0-2,5.3,5.1,6.8,28,25
1,0,Away Team Win,1,2,59,41,-18,8,4,7,4,20,9,5,1,9,4,26,24,79,70,9,26,8,8,0,1,0,0,0,0,2,1,2019,0-0,1-2,6.3,6,6.5,12,22
0,1,Home Team Win,5,0,75,25,50,7,4,14,1,24,7,3,2,9,2,19,17,90,75,6,31,3,5,0,0,0,0,0,0,0,5,2019,2-0,5-0,7.2,9.7,4,9,9
1,0,Away Team Win,0,3,53,47,-6,5,3,3,5,16,11,8,3,7,4,27,17,81,78,18,32,16,15,2,2,0,0,0,0,3,0,2019,0-0,0-3,5.3,4.5,7.7,17,17
0,1,Home Team Win,3,0,67,33,34,8,7,11,3,27,13,8,3,8,5,12,13,86,68,13,15,10,11,0,3,0,0,0,0,0,3,2019,1-0,3-0,6.4,8.1,4.7,18,14
2,2,Tie,0,0,42,58,,7,4,0,5,9,13,2,4,3,7,28,27,65,81,18,11,9,9,1,1,0,0,0,0,0,0,2019,0-0,0-0,2.3,6.3,6.5,17,21
0,1,Home Team Win,5,0,66,34,32,3,2,7,0,13,5,3,3,5,3,25,18,90,77,12,14,7,8,0,1,0,0,0,0,0,5,2019,2-0,5-0,5.2,8.7,4.6,6,9
2,2,Tie,1,1,53,47,,4,2,1,4,8,6,3,0,4,4,23,26,80,76,8,20,8,12,2,1,0,0,0,0,1,1,2019,0-0,1-1,4.1,6.2,6.8,21,14
1,0,Away Team Win,1,3,31,69,38,5,5,3,5,8,13,0,3,6,4,25,28,66,86,13,10,14,10,3,1,0,0,0,0,3,1,2019,44621,1-3,5.9,5.2,7.3,11,24
0,1,Home Team Win,2,1,35,65,-30,5,6,6,11,14,22,3,5,4,10,22,19,65,82,26,14,8,10,3,2,0,1,0,0,1,2,2019,44562,2-1,7.5,5.9,6.3,16,18
0,1,Home Team Win,2,1,51,49,2,6,3,4,1,14,7,4,3,5,3,25,23,78,73,19,13,8,19,2,5,0,0,0,0,1,2,2019,0-1,2-1,5.3,6.7,5.6,27,9
2,2,Tie,2,2,64,36,,5,1,8,4,18,7,5,2,4,4,23,25,83,75,9,20,13,15,1,4,0,1,0,0,2,2,2019,0-2,2-2,8,6.7,5.9,12,12
0,1,Home Team Win,4,0,45,55,-10,9,5,9,2,24,9,6,2,10,6,17,19,75,77,21,18,14,11,3,1,0,0,0,0,0,4,2019,1-0,4-0,7,8.3,4.3,33,22
1,0,Away Team Win,2,4,47,53,6,3,4,7,5,10,9,0,0,3,7,36,26,74,75,24,13,15,18,3,3,0,0,1,0,4,2,2019,44593,2-4,7.7,5.3,6.9,15,16
2,2,Tie,1,1,67,33,,7,6,4,4,15,15,4,5,11,10,32,32,84,64,28,21,6,8,2,3,0,0,0,0,1,1,2019,0-0,1-1,5,6.8,6.3,26,13
1,0,Away Team Win,0,2,70,30,-40,8,3,3,5,14,11,3,3,5,5,33,17,86,67,13,23,8,17,4,3,0,0,0,0,2,0,2019,0-0,0-2,4.3,5.3,7.1,11,33
1,0,Away Team Win,1,3,68,32,-36,7,8,3,3,13,11,3,0,10,1,23,16,86,75,19,25,14,16,2,1,1,0,0,0,3,1,2019,0-1,1-3,6.5,5.2,7.2,13,17
0,1,Home Team Win,1,0,50,50,0,4,7,6,6,12,20,2,7,5,10,21,20,83,80,30,18,10,16,3,3,0,0,0,0,0,1,2019,1-0,1-0,4.6,6.6,5.8,15,15
0,1,Home Team Win,4,3,52,48,4,2,5,5,6,8,12,1,1,3,7,17,25,83,82,10,10,9,11,2,1,0,0,0,0,3,4,2019,44594,4-3,10,7.2,6,14,14
2,2,Tie,0,0,70,30,,2,5,3,1,11,9,6,3,11,3,24,14,86,66,10,29,8,14,2,2,0,0,0,0,0,0,2019,0-0,0-0,2.3,6.6,6.4,18,20
0,1,Home Team Win,2,1,54,46,8,2,9,5,3,12,15,5,3,6,3,25,24,82,80,20,20,13,15,1,2,0,0,0,0,1,2,2019,1-0,2-1,5.8,6.9,5.6,30,23
0,1,Home Team Win,4,0,63,37,26,6,1,7,0,17,1,4,0,5,0,24,17,88,77,7,15,7,4,0,1,0,0,0,0,0,4,2019,1-0,4-0,5.2,8.1,4.9,8,7
1,0,Away Team Win,2,3,57,43,-14,6,5,6,6,14,14,2,3,4,4,25,22,83,78,17,12,8,13,2,2,0,0,0,0,3,2,2019,44562,2-3,8.3,5.2,6.6,26,10
2,2,Tie,1,1,27,73,,3,11,3,5,9,20,3,4,0,3,17,30,62,85,19,14,22,5,4,1,0,0,0,0,1,1,2019,1-0,1-1,4.7,5.7,6.6,15,21
1,0,Away Team Win,2,3,40,60,20,9,5,7,5,21,13,5,3,6,4,23,20,62,77,18,22,10,13,2,2,0,0,0,0,3,2,2019,44562,2-3,9.3,5.9,6.4,29,28
1,0,Away Team Win,1,2,53,47,-6,4,5,4,6,21,16,13,5,5,8,38,24,76,72,19,37,15,13,2,2,0,0,0,0,2,1,2019,0-1,1-2,6.2,5.2,6.7,16,24
0,1,Home Team Win,3,0,51,49,2,6,6,3,1,10,8,1,1,8,1,18,19,83,81,15,16,10,12,1,1,0,0,0,0,0,3,2019,2-0,3-0,4.4,7.9,5,11,11
1,0,Away Team Win,1,4,50,50,0,4,5,4,6,9,17,1,6,2,5,12,21,85,83,18,15,11,11,2,2,0,0,0,0,4,1,2019,44562,1-4,6.2,4.9,7.5,15,17
1,0,Away Team Win,1,4,39,61,22,6,15,6,8,13,24,1,1,1,6,16,28,78,89,22,11,12,10,1,3,0,0,0,0,4,1,2019,0-3,1-4,7.4,5,7.9,17,10
2,2,Tie,0,0,39,61,,7,4,5,3,15,8,3,1,3,6,29,23,63,78,23,24,8,12,2,2,0,0,0,0,0,0,2019,0-0,0-0,2.8,6.2,6.2,24,12
0,1,Home Team Win,3,2,72,28,44,3,1,9,4,18,5,6,0,11,1,31,24,86,64,6,27,4,9,1,3,0,0,0,0,2,3,2019,44562,3-2,8.6,7.3,5,15,9
1,0,Away Team Win,0,2,36,64,28,2,2,2,6,8,12,4,4,2,6,11,21,82,88,12,13,13,8,0,0,0,0,0,0,2,0,2019,0-0,0-2,3.9,5.8,7.5,14,9
1,0,Away Team Win,0,5,61,39,-22,4,3,1,11,9,17,4,3,5,3,33,22,82,71,13,28,12,10,2,2,0,0,0,0,5,0,2019,0-3,0-5,6,4,9.2,19,13
2,2,Tie,1,1,48,52,,6,10,10,4,16,21,0,7,8,8,16,19,84,86,13,16,10,11,4,4,0,0,0,0,1,1,2019,1-0,1-1,6.8,6.4,5.6,12,19
1,0,Away Team Win,0,2,61,39,-22,6,4,4,4,16,9,6,1,7,4,25,26,80,71,13,33,13,10,1,4,0,0,0,0,2,0,2019,0-1,0-2,4.3,5.4,7,31,22
1,0,Away Team Win,0,5,53,47,-6,0,9,2,8,3,24,1,7,2,5,16,16,83,79,13,10,10,7,2,3,0,0,0,0,5,0,2019,0-1,0-5,6.3,4.4,9.1,12,8
0,1,Home Team Win,2,0,76,24,52,3,5,4,3,9,8,2,0,2,3,26,20,88,61,13,13,10,13,2,4,0,0,0,0,0,2,2019,1-0,2-0,4.1,7.2,5.5,20,10
0,1,Home Team Win,4,0,56,44,12,10,5,6,3,17,17,1,9,4,14,29,30,80,73,26,18,11,12,0,2,0,0,0,0,0,4,2019,2-0,4-0,6,8,5.3,13,17
1,0,Away Team Win,1,2,64,36,-28,11,3,3,7,21,11,7,1,14,6,25,28,78,62,14,38,10,15,3,4,0,0,0,0,2,1,2019,0-0,1-2,6.1,5.4,6.2,30,30
2,2,Tie,3,3,50,50,,4,4,5,7,14,15,5,4,3,5,19,22,81,80,24,16,11,11,2,2,0,0,0,0,3,3,2019,3-0,3-3,9.1,5.5,6.7,15,25
0,1,Home Team Win,1,0,64,36,28,8,4,2,4,16,13,6,5,6,4,17,17,91,81,12,12,5,9,1,0,0,0,0,0,0,1,2019,1-0,1-0,3.8,6.8,6.2,7,9
0,1,Home Team Win,2,0,45,55,-10,2,4,3,4,8,9,3,1,5,8,38,36,72,76,26,24,7,16,1,3,0,0,0,0,0,2,2019,2-0,2-0,4,6.7,6.2,23,12
1,0,Away Team Win,0,6,36,64,28,1,10,1,11,4,25,2,4,1,7,17,19,75,88,13,2,3,7,0,0,0,0,0,0,6,0,2019,0-4,0-6,6.1,3.4,9.8,2,7
1,0,Away Team Win,2,3,45,55,10,5,6,3,7,8,15,0,2,5,3,29,14,79,88,15,18,11,6,3,2,0,0,0,0,3,2,2019,0-0,2-3,8.2,5.2,7.5,11,14
0,1,Home Team Win,3,0,38,62,-24,3,5,6,1,11,7,2,1,4,2,28,38,74,82,19,21,8,11,1,2,0,0,0,0,0,3,2019,2-0,3-0,4.6,8.2,4.9,25,13
2,2,Tie,2,2,39,61,,0,7,3,3,6,12,3,2,1,6,31,43,63,78,24,15,8,14,1,2,0,0,0,0,2,2,2019,1-0,2-2,6.3,6.1,6.3,24,26
2,2,Tie,1,1,37,63,,7,3,2,6,10,15,1,6,8,5,19,17,80,88,18,22,4,13,0,3,0,0,0,0,1,1,2019,44562,1-1,4.7,6.5,6.6,12,9
1,0,Away Team Win,0,3,50,50,0,6,4,3,4,11,11,2,3,5,6,22,18,76,78,17,16,14,21,2,1,0,0,0,0,3,0,2019,0-0,0-3,5.4,5.1,7.7,23,15
1,0,Away Team Win,1,2,48,52,4,8,9,2,3,16,15,6,3,5,9,41,27,75,77,20,18,8,12,3,4,0,0,0,0,2,1,2019,0-2,1-2,6.1,5.4,6.8,16,18
2,2,Tie,2,2,49,51,,6,3,5,3,19,7,8,1,3,1,34,26,68,69,18,33,18,7,3,3,0,0,0,0,2,2,2019,44593,2-2,6.5,5.8,6.5,24,20
0,1,Home Team Win,4,0,62,38,24,4,4,5,3,13,9,4,2,1,3,17,22,87,73,17,14,12,12,1,0,0,0,0,0,0,4,2019,2-0,4-0,4.9,7.9,5.2,10,11
0,1,Home Team Win,3,1,52,48,4,1,7,4,4,9,14,4,3,7,2,28,28,76,74,23,22,5,20,2,2,0,1,0,0,1,3,2019,1-0,3-1,5.9,6.9,5,33,28
2,2,Tie,0,0,39,61,,9,7,4,4,16,14,3,3,4,4,24,19,75,84,12,17,13,14,2,3,0,0,0,0,0,0,2019,0-0,0-0,2.8,6.3,6.2,19,10
2,2,Tie,1,1,44,56,,3,2,4,1,14,4,7,1,4,5,20,27,79,86,25,20,8,12,0,1,0,0,0,0,1,1,2019,1-0,1-1,4,6.5,6.6,17,13
1,0,Away Team Win,1,2,45,55,10,4,3,3,4,10,10,3,3,3,3,26,20,82,83,9,6,10,11,5,5,0,0,0,0,2,1,2019,0-1,1-2,5.6,5.8,6.6,8,17
0,1,Home Team Win,2,0,74,26,48,8,3,6,2,18,6,4,1,9,4,23,19,86,62,9,38,4,7,1,0,0,0,0,0,0,2,2019,0-0,2-0,4.5,7.5,5.3,12,11
2,2,Tie,1,1,35,65,,0,11,1,5,3,20,2,4,1,8,22,23,67,82,23,8,19,11,2,1,1,0,0,0,1,1,2019,0-0,1-1,4.4,5.5,6.6,17,19
0,1,Home Team Win,4,0,60,40,20,3,3,4,3,11,10,4,4,4,2,15,16,85,81,12,12,9,8,2,1,0,0,0,0,0,4,2019,2-0,4-0,5,8.1,5.3,8,10
2,2,Tie,0,0,54,46,,7,4,1,1,10,7,2,2,2,0,24,22,85,83,8,14,15,16,2,2,0,0,0,0,0,0,2019,0-0,0-0,2.7,6,6.1,13,9
1,0,Away Team Win,0,3,51,49,-2,9,5,2,6,18,13,7,2,7,5,23,19,81,84,17,18,9,17,2,3,0,0,0,0,3,0,2019,0-0,0-3,5.6,4.9,7.8,10,21
1,0,Away Team Win,1,2,40,60,20,3,9,3,4,8,16,2,3,3,1,25,33,71,80,18,6,8,11,1,3,0,0,0,0,2,1,2019,0-1,1-2,5.9,5.8,6.4,14,15
2,2,Tie,1,1,67,33,,9,4,8,1,22,6,5,1,8,4,18,19,87,72,15,27,11,8,0,1,0,0,0,0,1,1,2019,0-1,1-1,4.7,7.2,6,13,26
1,0,Away Team Win,1,3,53,47,-6,6,7,4,8,12,15,2,1,5,1,10,23,80,80,3,17,19,10,5,1,0,0,0,0,3,1,2019,0-2,1-3,6.6,4.6,7.4,22,18
2,2,Tie,2,2,48,52,,7,3,6,5,16,11,3,3,5,7,13,25,77,81,25,12,20,15,4,2,0,0,0,0,2,2,2019,1-0,2-2,7.2,6.2,6.1,28,13
1,0,Away Team Win,0,2,32,68,36,5,4,2,3,9,13,2,6,4,9,21,26,67,83,28,12,13,10,2,1,0,0,0,0,2,0,2019,0-1,0-2,4.1,5.2,7.3,21,25
1,0,Away Team Win,1,4,37,63,26,6,2,1,6,10,13,3,5,2,9,17,22,79,89,25,5,15,14,2,1,0,0,0,0,4,1,2019,44593,1-4,5.8,5.1,8.4,11,8
0,1,Home Team Win,4,0,55,45,10,7,4,7,0,15,7,1,3,4,6,19,25,83,78,17,11,12,12,2,1,0,0,0,0,0,4,2019,0-0,4-0,5.2,7.6,4.7,28,22
1,0,Away Team Win,0,2,39,61,22,4,2,1,2,7,6,2,2,2,2,19,23,79,86,8,12,11,10,4,2,0,0,1,0,2,0,2019,0-1,0-2,3.8,5,7.3,10,10
2,2,Tie,1,1,39,61,,9,6,2,7,12,17,1,4,2,8,19,23,79,88,18,16,14,13,3,0,0,0,0,0,1,1,2019,44562,1-1,4.8,6,7,10,19
1,0,Away Team Win,1,3,45,55,10,6,4,6,8,17,14,5,2,6,3,23,15,79,82,6,14,16,16,1,1,0,0,0,0,3,1,2019,0-1,1-3,7.1,4.7,7.4,14,13
1,0,Away Team Win,0,1,63,37,-26,7,4,7,2,17,10,3,4,7,2,23,14,86,73,9,30,12,18,0,2,0,1,0,0,1,0,2019,0-1,0-1,4.1,6,5.9,29,20
0,1,Home Team Win,5,2,66,34,32,9,6,10,4,23,12,4,2,7,2,25,22,84,69,8,22,10,7,0,1,0,0,0,0,2,5,2019,2-0,5-2,8.5,8.3,4.7,20,14
1,0,Away Team Win,0,3,71,29,-42,2,1,2,7,12,9,8,1,3,2,40,20,82,60,7,26,14,11,0,2,0,0,0,0,3,0,2019,0-1,0-3,5.1,5.1,8.1,24,28
1,0,Away Team Win,0,5,35,65,30,3,8,1,10,4,20,0,2,5,4,12,16,79,90,14,18,13,11,3,3,0,0,0,0,5,0,2019,0-3,0-5,5.9,3.4,9.5,8,18
2,2,Tie,2,2,61,39,,6,3,6,4,15,10,3,3,6,2,17,38,80,66,20,20,19,17,0,1,0,0,0,0,2,2,2019,0-1,2-2,8.1,6,5.7,37,26
1,0,Away Team Win,0,1,51,49,-2,4,2,5,5,13,11,4,4,4,3,21,18,85,87,19,16,9,15,2,2,0,0,0,0,1,0,2019,0-1,0-1,4.1,6.2,7,7,12
2,2,Tie,3,3,63,37,,11,2,16,5,34,10,7,3,9,2,21,14,85,74,4,37,14,9,4,1,0,0,0,0,3,3,2019,44562,3-3,9.8,7.2,6.1,28,23
2,2,Tie,0,0,45,55,,4,3,7,4,12,9,1,2,8,5,16,22,80,84,18,20,14,11,2,1,0,0,0,0,0,0,2019,0-0,0-0,3.1,6.7,6.5,16,27
1,0,Away Team Win,1,4,69,31,-38,5,2,1,9,9,14,3,3,12,6,28,20,84,68,15,26,10,16,3,3,0,0,0,0,4,1,2019,0-1,1-4,6.1,4.9,8.2,17,11
2,2,Tie,2,2,57,43,,1,7,4,3,11,12,6,2,4,7,16,14,84,81,10,20,12,20,1,3,1,0,0,0,2,2,2019,44562,2-2,7.2,6.1,6.3,17,18
0,1,Home Team Win,3,1,44,56,-12,2,6,6,6,8,17,0,5,0,10,13,32,83,88,33,2,12,7,5,1,1,0,0,1,1,3,2019,1-0,3-1,7.2,6.3,5,16,10
2,2,Tie,0,0,55,45,,8,7,2,2,12,15,2,6,6,6,26,19,75,78,16,19,7,14,1,1,0,0,0,0,0,0,2019,0-0,0-0,2.6,6.4,6.5,21,18
2,2,Tie,1,1,40,60,,3,6,3,2,9,10,3,2,6,6,20,27,69,82,24,14,17,18,3,2,1,0,0,0,1,1,2019,44562,1-1,4.2,5.8,6.3,33,33
0,1,Home Team Win,2,1,67,33,34,3,3,8,3,13,8,2,2,7,2,33,33,81,63,21,31,10,13,3,2,0,0,0,0,1,2,2019,0-0,2-1,5.6,6.8,5.3,24,33
1,0,Away Team Win,0,1,31,69,38,4,5,1,1,9,7,4,1,6,6,28,20,72,88,19,20,8,13,0,2,0,0,0,0,1,0,2019,0-0,0-1,2.7,5.6,7.1,10,16
1,0,Away Team Win,1,2,52,48,-4,9,2,4,3,19,7,6,2,4,3,36,19,72,69,10,17,18,16,4,5,0,1,0,0,2,1,2019,0-1,1-2,5.7,5.4,6.6,27,19
1,0,Away Team Win,0,1,50,50,0,8,5,2,6,18,12,8,1,10,7,31,18,80,78,9,33,17,15,4,3,0,0,0,0,1,0,2019,0-1,0-1,4.7,5.3,6.9,32,15
1,0,Away Team Win,0,1,42,58,16,6,2,1,2,12,6,5,2,4,8,28,26,68,78,13,23,19,16,5,3,0,0,0,0,1,0,2019,0-1,0-1,2.8,5.4,7.1,22,25
0,1,Home Team Win,2,0,51,49,2,4,1,5,3,11,8,2,4,7,8,29,30,76,75,32,15,19,7,3,3,0,0,0,0,0,2,2019,1-0,2-0,4.8,6.6,5.4,20,16
0,1,Home Team Win,5,0,69,31,38,7,2,8,2,21,7,6,3,7,2,20,15,88,73,3,31,9,10,0,2,0,0,0,0,0,5,2019,3-0,5-0,5.8,8.9,4.2,8,14
0,1,Home Team Win,4,1,58,42,16,1,5,9,5,15,12,5,2,4,3,16,25,87,76,22,18,13,9,3,2,0,0,0,0,1,4,2019,2-0,4-1,6.4,7.6,4.9,19,17
1,0,Away Team Win,2,4,47,53,6,1,8,5,9,7,19,1,2,4,7,27,30,79,80,21,25,16,7,2,1,0,0,0,0,4,2,2019,44593,2-4,8.2,5,7.5,22,22
