Home Team,Away Team,Result,Home Team Goals Scored,Away Team Goals Scored,Home Team Possession %,Away Team Possession %,Winning Team Possession Difference %,Home Team Off Target Shots,Away Team Off Target Shots,Home Team On Target Shots,Away Team On Target Shots,Home Team Total Shots,Away Team Total Shots,Home Away Teamlocked Shots,Away Team Blocked Shots,Home Team Corners,Away Team Corners,Home Team Throw Ins,Away Team Throw Ins,Home Team Pass Success %,Away Team Pass Success %,Home Team Clearances,Away Team Clearances,Home Team Fouls,Away Team Fouls,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Second Yellow Cards,Away Team Second Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Goals Conceeded,Away Team Goals Conceeded,year,Half Time Score,Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Aerials Won,Away Team Aerials Won
1,0,Away Team Win,0,1,27,73,46,4,12,2,3,7,21,1,6,4,11,20,30,66,85,15,22,13,14,2,1,0,0,0,0,1,0,2014,0-1,0-1,4.1,5.8,6.9,7,10
0,1,Home Team Win,2,0,57,43,14,7,5,5,4,20,10,8,1,2,0,16,22,89,83,12,25,15,17,4,4,0,0,0,0,0,2,2014,1-0,2-0,5.3,7.1,5.5,7,13
0,1,Home Team Win,3,1,44,56,-12,3,12,4,4,7,20,0,4,0,10,22,17,78,86,34,20,10,20,2,3,0,0,0,0,1,3,2014,1-0,03-Jan,6.2,6.4,5.5,20,15
2,2,Tie,0,0,55,45,,5,4,1,3,11,9,5,2,6,2,16,18,84,82,23,34,17,16,2,3,0,0,0,0,0,0,2014,0-0,0-0,2.2,6,6.6,15,16
2,2,Tie,1,1,41,59,,4,2,5,4,13,10,4,4,4,4,17,30,73,78,49,27,22,26,3,2,0,0,0,0,1,1,2014,44562,01-Jan,4.4,6.5,6.3,15,22
0,1,Home Team Win,2,0,47,53,-6,7,7,5,2,15,14,3,5,3,9,14,22,81,84,37,22,10,9,2,2,0,0,0,0,0,2,2014,0-0,2-0,4.4,6.5,5.6,20,19
2,2,Tie,0,0,39,61,,6,9,2,2,11,14,3,3,6,10,11,18,80,87,19,11,9,10,1,1,0,0,0,1,0,0,2014,0-0,0-0,3.1,6,6.4,14,14
2,2,Tie,1,1,47,53,,6,4,1,3,8,10,1,3,1,7,24,26,75,81,39,36,15,18,2,3,0,1,0,0,1,1,2014,1-0,01-Jan,4.5,6.6,6.1,18,18
1,0,Away Team Win,1,2,46,54,8,5,8,5,5,11,15,1,2,7,5,24,22,78,82,25,28,10,10,3,1,0,0,0,0,2,1,2014,44562,01-Feb,6.2,5.8,7,16,7
0,1,Home Team Win,1,0,41,59,-18,3,3,5,1,9,12,1,8,4,7,16,27,78,87,35,16,10,19,2,2,0,0,0,0,0,1,2014,1-0,1-0,3.5,7.9,4.4,9,18
1,0,Away Team Win,0,1,43,57,14,7,2,4,3,16,8,5,3,8,0,22,30,79,83,28,23,6,11,0,1,0,0,0,0,1,0,2014,0-1,0-1,3.8,6.3,6.5,18,11
0,1,Home Team Win,2,0,56,44,12,6,3,7,1,18,9,5,5,4,6,20,18,90,82,22,22,13,14,0,1,0,0,0,0,0,2,2014,1-0,2-0,4.4,7.7,5.1,12,5
0,1,Home Team Win,2,0,44,56,-12,3,7,4,0,8,8,1,1,3,5,19,17,81,84,26,14,18,17,3,4,0,0,0,0,0,2,2014,1-0,2-0,3.9,7,5.3,14,11
0,1,Home Team Win,3,0,58,42,16,6,4,6,1,17,7,5,2,7,1,20,10,88,77,18,20,26,10,3,1,0,0,0,0,0,3,2014,1-0,3-0,4.8,7.4,5.4,8,13
1,0,Away Team Win,0,1,71,29,-42,14,4,9,1,33,7,10,2,15,2,22,8,86,62,11,34,14,12,2,2,0,0,0,0,1,0,2014,0-0,0-1,4.9,6,6.3,12,9
1,0,Away Team Win,1,2,66,34,-32,7,2,9,3,19,7,3,2,7,7,31,25,85,66,14,34,14,21,4,4,0,0,0,0,2,1,2014,0-1,01-Feb,6.7,6.1,5.7,13,15
0,1,Home Team Win,7,0,62,38,24,6,9,11,2,22,13,5,2,6,1,17,20,85,78,11,21,16,12,0,1,0,0,0,1,0,7,2014,4-0,7-0,7,10,3.6,12,16
2,2,Tie,0,0,65,35,,10,4,6,1,22,6,6,1,12,3,16,22,85,69,10,36,13,18,1,4,0,1,0,0,0,0,2014,0-0,0-0,3.2,7.3,5.9,11,18
1,0,Away Team Win,4,5,50,50,0,2,3,3,8,11,12,6,1,5,4,21,13,82,84,8,22,24,12,4,2,1,1,0,0,5,4,2014,44621,04-May,10,4.2,7.7,3,8
0,1,Home Team Win,2,1,50,50,0,4,11,5,4,14,18,5,3,10,5,25,17,82,83,23,29,9,12,4,2,0,0,0,0,1,2,2014,44562,02-Jan,6,6.4,5.7,16,18
2,2,Tie,2,2,37,63,,3,6,5,5,8,17,0,6,3,7,25,33,73,82,27,29,20,9,4,1,0,0,0,0,2,2,2014,2-0,02-Feb,7.1,6.2,6.2,17,14
1,0,Away Team Win,0,1,41,59,18,4,6,3,4,10,14,3,4,3,4,14,24,79,85,20,23,9,18,2,3,0,0,0,0,1,0,2014,0-0,0-1,3.7,6.2,6.7,9,14
1,0,Away Team Win,2,3,43,57,14,3,4,4,4,10,12,3,4,4,5,27,28,75,81,25,12,17,21,1,4,0,0,0,0,3,2,2014,1-0,02-Mar,7.4,6,6.4,6,11
0,1,Home Team Win,2,0,58,42,16,3,5,3,2,7,9,1,2,0,6,18,22,89,84,13,14,16,13,1,1,0,0,0,0,0,2,2014,2-0,2-0,4,6.9,6,3,8
0,1,Home Team Win,1,0,42,58,-16,4,7,4,7,9,18,1,4,3,7,23,29,73,79,35,20,11,19,2,2,0,1,0,0,0,1,2014,0-0,1-0,4.8,6.6,6.2,15,12
2,2,Tie,0,0,48,52,,7,6,5,3,14,12,2,3,3,7,9,19,81,82,26,22,19,23,3,2,0,0,0,0,0,0,2014,0-0,0-0,2.9,6.3,6,10,12
0,1,Home Team Win,1,0,44,56,-12,4,3,3,3,9,9,2,3,0,9,29,22,73,82,37,25,12,12,1,3,0,0,0,0,0,1,2014,0-0,1-0,3.4,6.3,6.3,20,26
1,0,Away Team Win,0,1,44,56,12,13,5,6,6,24,16,5,5,4,7,28,21,81,84,22,26,10,22,1,4,0,0,0,0,1,0,2014,0-0,0-1,5,5.8,6.6,12,9
2,2,Tie,1,1,39,61,,7,8,2,3,13,13,4,2,5,2,27,30,72,82,25,31,16,9,2,4,0,0,0,0,1,1,2014,44562,01-Jan,4.6,6.5,6.1,15,13
1,0,Away Team Win,0,1,48,52,4,12,6,4,2,22,11,6,3,11,1,21,13,83,82,14,37,15,8,3,2,0,0,0,0,1,0,2014,0-0,0-1,4.3,5.4,6.6,13,12
2,2,Tie,2,2,45,55,,5,7,6,6,13,15,2,2,3,5,16,20,76,81,33,23,13,21,2,3,1,0,0,0,2,2,2014,44563,02-Feb,8,6.6,6,12,12
0,1,Home Team Win,2,0,44,56,-12,12,7,6,2,21,13,3,4,6,11,20,20,73,81,22,17,14,15,1,3,0,0,0,0,0,2,2014,1-0,2-0,5.9,6.7,5.3,21,14
2,2,Tie,0,0,72,28,,12,4,2,0,18,5,4,1,11,3,26,25,88,66,31,50,13,12,2,2,0,0,0,0,0,0,2014,0-0,0-0,2.7,6.8,5.8,34,16
0,1,Home Team Win,3,0,71,29,42,8,0,13,1,29,1,8,0,6,2,17,18,90,66,7,24,10,14,0,3,0,0,0,0,0,3,2014,1-0,3-0,5.7,8.4,4.3,15,9
1,0,Away Team Win,1,2,36,64,28,1,3,4,4,6,12,1,5,6,9,17,23,74,87,18,11,15,12,3,3,0,0,0,0,2,1,2014,0-1,01-Feb,5.9,5.8,7.3,9,5
0,1,Home Team Win,2,1,57,43,14,9,1,4,3,16,5,3,1,6,1,24,20,79,71,37,20,25,27,1,3,0,0,0,0,1,2,2014,1-0,02-Jan,5.5,6.4,5.8,18,13
1,0,Away Team Win,1,2,54,46,-8,3,5,5,4,11,12,3,3,3,6,18,21,81,80,18,33,14,11,2,2,0,0,0,0,2,1,2014,44593,01-Feb,5.9,6.2,6.9,13,13
2,2,Tie,2,2,55,45,,6,6,7,9,17,16,4,1,7,4,24,18,79,77,20,42,13,15,2,2,0,0,0,0,2,2,2014,0-1,02-Feb,7.9,5.9,6.9,21,9
2,2,Tie,3,3,60,40,,4,3,8,6,17,10,5,1,6,4,20,20,88,80,10,19,11,10,1,4,0,0,0,0,3,3,2014,44595,03-Mar,9.7,6.4,6.9,14,6
1,0,Away Team Win,0,1,70,30,-40,13,2,4,3,22,7,5,2,7,3,41,32,84,55,16,58,18,12,3,1,0,0,0,0,1,0,2014,0-1,0-1,3.4,5.9,6.3,28,16
0,1,Home Team Win,2,0,71,29,42,13,3,5,3,23,9,5,3,10,2,18,12,89,76,25,44,13,4,1,1,0,0,0,0,0,2,2014,0-0,2-0,5.5,7.4,5.7,10,11
1,0,Away Team Win,0,3,44,56,12,6,6,1,7,10,16,3,3,2,3,23,19,78,81,19,21,17,15,2,3,0,0,0,0,3,0,2014,0-1,0-3,5.5,4.7,7.9,13,16
1,0,Away Team Win,0,1,50,50,0,5,5,1,3,11,10,5,2,6,6,23,22,79,80,31,40,19,12,4,2,0,0,0,0,1,0,2014,0-1,0-1,3.2,5.7,7.6,20,12
1,0,Away Team Win,1,4,46,54,8,4,6,5,7,15,16,6,3,9,3,30,17,80,83,17,37,22,8,2,3,1,0,0,0,4,1,2014,44652,01-Apr,7,4.5,7.8,10,15
2,2,Tie,1,1,43,57,,8,5,3,7,15,19,4,7,6,4,13,22,81,86,27,13,14,15,3,2,0,0,0,0,1,1,2014,0-0,01-Jan,5.1,6,6.7,11,12
2,2,Tie,1,1,45,55,,9,2,4,3,18,6,5,1,11,1,32,24,74,77,11,53,20,14,3,1,0,0,0,0,1,1,2014,0-0,01-Jan,4.3,6.7,6.2,19,18
2,2,Tie,1,1,40,60,,7,4,2,4,10,11,1,3,4,9,16,17,75,81,39,17,14,12,4,2,0,0,0,1,1,1,2014,44562,01-Jan,4.1,6.8,5.5,13,19
1,0,Away Team Win,0,1,50,50,0,2,5,3,1,7,9,2,3,3,5,19,27,73,72,23,23,22,23,3,4,0,0,0,0,1,0,2014,0-0,0-1,2.8,5.9,6.6,11,14
0,1,Home Team Win,4,2,39,61,-22,4,6,5,6,12,18,3,6,6,4,28,37,76,83,42,11,8,12,2,1,0,1,0,0,2,4,2014,44594,04-Feb,8.3,7,5.4,11,16
1,0,Away Team Win,0,4,50,50,0,6,1,4,10,17,15,7,4,4,1,20,22,78,78,28,36,12,16,2,4,0,0,0,0,4,0,2014,0-1,0-4,6.4,5,8.5,21,13
0,1,Home Team Win,1,0,55,45,10,5,6,5,7,13,19,3,6,5,11,10,19,78,79,32,40,13,17,1,3,0,0,0,0,0,1,2014,0-0,1-0,5.3,6.5,6.4,12,14
0,1,Home Team Win,2,0,65,35,30,10,4,4,2,22,10,8,4,9,2,23,17,85,65,24,31,10,25,2,5,0,0,0,0,0,2,2014,0-0,2-0,4.1,6.9,5.5,13,12
0,1,Home Team Win,3,0,63,37,26,2,2,12,2,21,7,7,3,12,4,22,20,86,78,22,22,18,25,0,4,0,0,0,0,0,3,2014,2-0,3-0,5.7,8.7,4.9,16,7
0,1,Home Team Win,3,2,53,47,6,3,5,9,6,13,12,1,1,4,1,17,28,77,77,25,37,21,12,3,2,1,1,0,0,2,3,2014,44564,03-Feb,8.9,6.6,5.7,14,15
1,0,Away Team Win,1,2,54,46,-8,7,7,2,5,12,14,3,2,6,3,22,15,76,76,21,33,26,12,2,3,0,1,0,0,2,1,2014,0-0,01-Feb,6.1,5.6,6.6,5,8
2,2,Tie,1,1,52,48,,9,2,3,5,14,7,2,0,7,1,23,23,82,85,13,39,10,12,3,3,0,0,0,0,1,1,2014,0-0,01-Jan,4.5,5,7.5,17,19
0,1,Home Team Win,1,0,42,58,-16,6,6,3,1,16,9,7,2,3,4,16,13,77,84,31,23,19,14,3,3,0,0,0,0,0,1,2014,1-0,1-0,3.2,6.3,5.7,15,15
0,1,Home Team Win,3,2,44,56,-12,9,4,5,2,20,8,6,2,5,5,18,12,85,84,13,23,14,15,4,3,0,0,1,1,2,3,2014,44594,03-Feb,9,6.1,5,13,5
0,1,Home Team Win,2,1,53,47,6,11,4,9,2,24,8,4,2,9,2,19,14,87,84,19,24,17,16,3,3,0,0,0,2,1,2,2014,0-1,02-Jan,7.3,7.2,4.4,15,13
0,1,Home Team Win,3,0,46,54,-8,5,8,8,4,15,14,2,2,2,5,20,27,83,80,35,12,12,17,2,3,0,0,0,0,0,3,2014,2-0,3-0,5.5,7.6,5.2,15,13
0,1,Home Team Win,3,0,70,30,40,5,5,8,3,14,11,1,3,6,2,12,14,91,75,18,13,12,13,1,1,0,0,0,0,0,3,2014,3-0,3-0,5.2,7.6,5.1,11,14
2,2,Tie,1,1,35,65,,3,10,2,6,7,19,2,3,2,6,22,31,64,82,28,11,14,15,2,2,0,0,0,1,1,1,2014,44562,01-Jan,4.7,6.1,6.3,12,15
1,0,Away Team Win,0,2,58,42,-16,9,2,2,5,15,10,4,3,6,4,24,23,83,75,28,35,11,24,2,5,0,0,0,0,2,0,2014,0-1,0-2,5,5.4,6.9,14,8
0,1,Home Team Win,1,0,58,42,16,11,3,3,1,17,6,3,2,3,1,23,20,83,73,12,29,11,18,2,3,0,0,0,0,0,1,2014,0-0,1-0,3.3,6.7,5.3,9,7
2,2,Tie,2,2,59,41,,5,4,4,8,13,13,4,1,8,0,24,20,83,76,11,43,19,15,3,6,0,1,0,0,2,2,2014,0-2,02-Feb,7.6,6.1,5.9,7,10
0,1,Home Team Win,1,0,47,53,-6,10,7,5,3,23,11,8,1,8,5,9,13,84,84,34,43,16,8,3,2,0,0,0,0,0,1,2014,0-0,1-0,4.5,6.7,6,15,22
0,1,Home Team Win,2,1,55,45,10,9,1,4,2,13,4,0,1,12,3,20,22,83,77,21,35,16,16,5,4,0,1,0,0,1,2,2014,1-0,02-Jan,6,7,5.4,21,14
1,0,Away Team Win,1,3,52,48,-4,9,5,7,5,21,12,5,2,8,5,21,11,82,81,19,35,10,15,3,1,1,0,0,0,3,1,2014,0-2,01-Mar,7.5,5.4,7.3,13,12
2,2,Tie,2,2,57,43,,11,6,5,5,22,13,6,2,6,4,17,22,85,77,22,20,8,12,2,3,0,0,0,0,2,2,2014,0-0,02-Feb,8.9,6.7,6.4,23,17
2,2,Tie,1,1,48,52,,8,3,3,4,12,9,1,2,10,4,32,25,73,76,14,36,16,13,3,1,0,0,0,0,1,1,2014,1-0,01-Jan,4.7,5.8,7,12,20
1,0,Away Team Win,0,4,55,45,-10,2,4,5,6,9,15,2,5,6,6,29,13,84,80,15,27,10,23,2,2,0,0,0,0,4,0,2014,0-4,0-4,5.5,4.8,7.8,7,7
1,0,Away Team Win,1,3,52,48,-4,4,4,4,3,11,8,3,1,7,2,38,26,73,75,40,55,19,16,4,2,0,0,0,0,3,1,2014,0-2,01-Mar,5.7,5.5,7.3,14,18
2,2,Tie,0,0,35,65,,5,6,2,4,12,20,5,10,6,14,15,16,76,86,37,21,14,12,2,3,0,0,0,0,0,0,2014,0-0,0-0,3.2,6.1,6.9,4,13
0,1,Home Team Win,2,0,66,34,32,9,3,5,1,20,6,6,2,6,1,19,22,86,73,11,33,8,10,2,1,0,0,0,0,0,2,2014,1-0,2-0,4.1,7.1,5.7,15,17
0,1,Home Team Win,2,0,39,61,-22,9,7,4,3,15,14,2,4,5,7,21,23,72,83,36,15,16,15,2,1,0,0,0,0,0,2,2014,2-0,2-0,4.3,6.8,5.8,26,16
1,0,Away Team Win,1,2,37,63,26,6,2,5,4,14,14,3,8,4,7,31,16,71,81,22,41,23,22,3,3,1,0,0,0,2,1,2014,1-0,01-Feb,6,5.7,6.3,16,19
0,1,Home Team Win,6,2,69,31,38,7,1,16,6,27,8,4,1,14,3,17,9,91,76,20,49,11,7,1,1,0,0,0,0,2,6,2014,44562,06-Feb,9.8,8.8,4.1,14,14
0,1,Home Team Win,2,1,51,49,2,3,7,7,4,12,15,2,4,3,6,16,21,81,82,23,18,13,9,2,1,0,0,0,0,1,2,2014,1-0,02-Jan,6.2,7.3,6.1,14,12
1,0,Away Team Win,0,1,32,68,36,6,8,2,6,8,18,0,4,2,3,32,14,67,87,15,28,20,15,5,1,0,0,1,0,1,0,2014,0-1,0-1,3.4,4.8,6.7,21,31
2,2,Tie,1,1,48,52,,7,6,2,2,15,12,6,4,5,4,21,18,79,82,23,25,13,13,2,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.1,6.4,6.7,17,11
0,1,Home Team Win,3,1,47,53,-6,11,9,6,6,23,16,6,1,6,3,27,16,77,80,27,34,9,12,2,3,0,0,0,0,1,3,2014,0-1,03-Jan,7.4,6.4,5.5,14,20
0,1,Home Team Win,3,0,60,40,20,8,3,9,1,27,5,10,1,4,2,17,19,86,75,19,25,15,14,2,3,0,0,0,0,0,3,2014,1-0,3-0,5.9,8,4.6,12,17
0,1,Home Team Win,2,0,73,27,46,5,3,6,1,16,4,5,0,7,3,16,20,92,68,26,15,11,13,1,0,0,0,0,0,0,2,2014,1-0,2-0,4,6.9,5.5,11,13
2,2,Tie,1,1,25,75,,3,10,2,6,7,18,2,2,4,5,13,29,64,86,28,19,18,12,4,2,1,0,0,0,1,1,2014,0-0,01-Jan,5.5,5.4,6.3,14,27
2,2,Tie,1,1,49,51,,6,5,5,3,15,13,4,5,6,4,22,14,79,81,33,30,13,13,3,2,0,0,0,0,1,1,2014,44562,01-Jan,4.8,6.6,6.5,17,13
0,1,Home Team Win,1,0,50,50,0,7,8,4,2,15,10,4,0,4,7,28,25,84,79,19,18,11,17,1,3,0,0,0,1,0,1,2014,1-0,1-0,4,6.8,5.4,20,13
0,1,Home Team Win,1,0,53,47,6,9,7,6,3,16,15,1,5,4,3,32,23,76,68,39,23,15,17,2,1,0,0,0,0,0,1,2014,0-0,1-0,3.9,6.8,6.1,27,29
0,1,Home Team Win,1,0,44,56,-12,1,9,3,4,4,16,0,3,1,13,25,32,66,72,49,25,22,18,2,4,0,0,0,0,0,1,2014,0-0,1-0,4.2,6.6,6,14,28
0,1,Home Team Win,1,0,62,38,24,6,4,5,4,17,10,6,2,4,4,32,21,85,74,17,19,11,19,2,2,0,0,0,0,0,1,2014,0-0,1-0,4.3,6.7,5.8,16,14
2,2,Tie,1,1,42,58,,7,5,3,3,11,10,1,2,2,3,25,24,71,78,30,29,13,14,2,3,0,1,0,0,1,1,2014,0-1,01-Jan,4.1,6.4,6.1,23,20
0,1,Home Team Win,2,0,41,59,-18,6,4,6,2,15,8,3,2,6,5,17,20,79,87,16,25,13,11,2,3,0,0,0,0,0,2,2014,1-0,2-0,5.1,7.4,5.8,7,9
1,0,Away Team Win,0,2,43,57,14,4,7,4,7,12,18,4,4,6,6,31,26,77,83,17,22,15,16,2,1,0,0,1,0,2,0,2014,0-0,0-2,5.1,5.3,6.9,11,13
0,1,Home Team Win,2,0,31,69,-38,3,10,4,1,11,14,4,3,5,2,13,20,70,88,36,17,18,19,3,1,0,0,0,0,0,2,2014,1-0,2-0,4.1,7,5.8,8,15
2,2,Tie,0,0,44,56,,6,4,1,3,12,10,5,3,5,5,30,20,70,80,22,49,20,16,1,6,0,0,0,0,0,0,2014,0-0,0-0,2.3,6.4,6.1,19,20
1,0,Away Team Win,2,4,52,48,-4,11,6,2,6,15,13,2,1,7,5,21,20,77,79,16,44,10,14,2,3,0,0,0,0,4,2,2014,44594,02-Apr,7.9,5.1,7.6,22,15
0,1,Home Team Win,3,1,33,67,-34,5,7,6,5,12,15,1,3,3,10,17,21,73,85,43,14,17,26,3,4,0,0,0,0,1,3,2014,44563,03-Jan,6.6,6.9,5.1,17,18
2,2,Tie,0,0,65,35,,10,3,2,1,20,7,8,3,10,6,20,17,83,72,18,27,12,23,0,5,0,0,0,0,0,0,2014,0-0,0-0,2.7,6.6,6,18,13
1,0,Away Team Win,0,2,62,38,-24,9,3,3,7,14,13,2,3,4,4,21,31,87,73,13,31,10,15,3,3,0,0,0,0,2,0,2014,0-2,0-2,4.6,4.9,7.9,12,7
2,2,Tie,1,1,43,57,,4,7,4,2,8,11,0,2,4,4,25,20,76,84,37,29,14,19,1,4,0,0,0,0,1,1,2014,1-0,01-Jan,3.8,6.9,5.5,13,29
0,1,Home Team Win,4,2,47,53,-6,2,2,5,4,11,9,4,3,4,7,17,24,75,78,19,23,24,15,2,3,0,0,0,1,2,4,2014,3-0,04-Feb,8.2,7.2,5.2,18,19
2,2,Tie,0,0,56,44,,6,4,5,0,14,9,3,5,8,4,28,21,82,67,44,29,19,22,3,1,0,0,0,0,0,0,2014,0-0,0-0,2.6,6.8,5.8,33,21
2,2,Tie,2,2,44,56,,6,4,8,3,19,10,5,3,5,5,16,9,82,85,24,22,13,23,1,4,0,1,0,0,2,2,2014,44562,02-Feb,8,6.5,5.9,13,2
2,2,Tie,1,1,46,54,,6,2,5,5,13,9,2,2,6,2,19,19,72,80,17,21,19,24,5,4,0,0,0,1,1,1,2014,1-0,01-Jan,5.6,5.9,6.3,13,10
0,1,Home Team Win,2,1,48,52,-4,3,6,2,1,7,7,2,0,3,4,26,38,69,73,40,33,13,24,1,2,0,0,0,0,1,2,2014,0-0,02-Jan,4.4,7.5,5.2,25,18
0,1,Home Team Win,7,0,68,32,36,10,2,11,1,21,4,0,1,5,0,32,14,91,81,7,21,3,11,0,1,0,0,0,0,0,7,2014,3-0,7-0,6.8,10,3.4,3,4
0,1,Home Team Win,2,1,50,50,0,11,5,6,3,19,9,2,1,5,2,28,19,79,73,27,42,16,18,4,4,0,0,0,0,1,2,2014,0-0,02-Jan,6.1,6.1,5.3,21,23
2,2,Tie,1,1,59,41,,9,4,4,6,20,12,7,2,7,5,25,17,82,70,27,48,14,22,1,5,0,0,0,0,1,1,2014,44562,01-Jan,5.6,6.5,5.8,22,17
1,0,Away Team Win,0,1,59,41,-18,7,9,2,5,14,19,5,5,7,5,35,25,82,77,23,44,9,13,3,3,0,0,0,0,1,0,2014,0-0,0-1,4.2,5.5,7.1,13,18
2,2,Tie,2,2,61,39,,7,10,4,4,17,16,6,2,5,8,16,15,87,82,22,41,9,13,1,2,1,0,0,0,2,2,2014,44562,02-Feb,8.9,6,6.2,24,12
0,1,Home Team Win,3,0,59,41,18,4,7,8,4,14,12,2,1,2,5,8,18,90,85,11,7,12,11,1,2,0,0,0,0,0,3,2014,2-0,3-0,5.9,7.9,5.5,5,4
1,0,Away Team Win,1,2,45,55,10,6,2,1,2,9,6,2,2,3,3,30,22,71,79,12,32,27,16,3,5,0,0,1,0,2,1,2014,44593,01-Feb,4.9,5.5,6.9,17,21
1,0,Away Team Win,0,3,44,56,12,5,3,4,4,14,10,5,3,6,4,23,15,83,85,20,27,23,13,2,3,0,1,0,0,3,0,2014,0-1,0-3,5.6,5.5,7.5,9,11
1,0,Away Team Win,0,1,52,48,-4,3,6,5,6,12,14,4,2,6,4,23,23,83,83,17,19,16,13,2,3,0,0,0,0,1,0,2014,0-0,0-1,4.8,6,6.8,12,5
2,2,Tie,3,3,60,40,,7,2,6,8,14,11,1,1,6,4,26,19,84,78,12,23,17,9,1,2,0,0,0,0,3,3,2014,44563,03-Mar,8.6,6.3,7.1,8,12
1,0,Away Team Win,0,2,50,50,0,6,1,2,5,11,6,3,0,6,10,20,18,78,78,22,38,19,17,4,1,0,0,0,0,2,0,2014,0-1,0-2,4.7,4.5,7.9,9,17
2,2,Tie,1,1,53,47,,4,8,3,5,9,14,2,1,3,5,22,26,78,74,26,14,8,11,3,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.4,5.6,6.8,11,18
2,2,Tie,1,1,46,54,,3,10,3,6,8,19,2,3,4,4,17,19,79,85,36,38,21,14,2,0,0,0,0,0,1,1,2014,0-0,01-Jan,5,6.4,5.8,15,10
1,0,Away Team Win,1,2,37,63,26,5,5,3,6,10,14,2,3,6,10,24,20,72,82,31,19,17,18,3,4,0,0,0,0,2,1,2014,44562,01-Feb,6.5,5.4,6.6,10,13
2,2,Tie,1,1,44,56,,5,4,2,3,10,8,3,1,7,4,24,25,80,87,21,24,17,12,2,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.7,6.3,6.9,13,14
2,2,Tie,1,1,57,43,,5,5,2,5,16,11,9,1,3,3,33,10,84,78,20,38,10,11,2,0,0,0,0,0,1,1,2014,44562,01-Jan,4.8,5.9,7.5,19,14
0,1,Home Team Win,2,1,54,46,8,8,7,4,1,17,11,5,3,9,5,23,14,82,76,23,39,18,18,4,3,0,0,0,0,1,2,2014,0-1,02-Jan,5.8,6.8,5.7,20,15
2,2,Tie,0,0,36,64,,4,6,2,4,8,12,2,2,1,13,26,30,61,80,29,33,9,8,1,0,0,0,0,0,0,0,2014,0-0,0-0,2.4,6.1,6.5,16,16
1,0,Away Team Win,0,3,45,55,10,5,6,3,5,11,15,3,4,4,10,29,21,74,81,33,39,14,18,3,2,0,0,0,0,3,0,2014,0-3,0-3,5.7,5,6.5,14,11
2,2,Tie,0,0,62,38,,9,4,4,1,22,6,9,1,11,2,30,23,84,67,32,39,14,23,2,3,0,0,0,0,0,0,2014,0-0,0-0,3.2,7.1,5.5,14,17
0,1,Home Team Win,2,0,61,39,22,6,5,6,1,18,6,6,1,7,0,26,15,89,80,15,32,8,10,1,2,1,0,0,1,0,2,2014,0-0,2-0,4.9,7.3,4.9,13,11
1,0,Away Team Win,0,4,52,48,-4,3,7,5,7,14,17,6,3,6,6,18,17,86,83,16,18,17,22,2,2,0,0,0,0,4,0,2014,0-1,0-4,6.5,5,8.4,8,4
0,1,Home Team Win,2,1,47,53,-6,9,6,4,5,15,14,2,3,9,2,25,12,77,78,40,24,18,17,2,2,1,1,0,0,1,2,2014,44562,02-Jan,6.7,7,4.9,19,13
0,1,Home Team Win,2,1,61,39,22,7,7,3,5,16,16,6,4,8,4,16,21,90,83,12,22,17,13,2,4,1,0,0,0,1,2,2014,44562,02-Jan,6.7,6.4,5.8,9,16
0,1,Home Team Win,4,2,52,48,4,9,4,6,4,19,10,4,2,7,4,16,16,85,82,24,15,11,14,1,4,0,0,0,0,2,4,2014,44562,04-Feb,8.3,7.4,5.6,13,12
2,2,Tie,1,1,42,58,,4,11,3,3,14,15,7,1,10,6,29,26,72,80,24,27,18,20,4,3,0,1,0,0,1,1,2014,0-0,01-Jan,5.1,6,6.4,19,23
2,2,Tie,0,0,48,52,,3,5,1,3,9,10,5,2,4,5,24,19,78,82,15,25,11,17,2,3,0,0,0,0,0,0,2014,0-0,0-0,2.4,6.5,6.8,15,10
2,2,Tie,2,2,77,23,,9,1,5,3,21,6,7,2,11,1,33,10,86,67,13,58,17,15,3,3,1,1,0,0,2,2,2014,0-2,02-Feb,8,6.5,5.7,15,12
2,2,Tie,2,2,61,39,,12,3,6,3,21,7,3,1,6,1,22,18,83,72,8,39,10,16,1,3,0,0,0,0,2,2,2014,44593,02-Feb,7.2,6,6.4,17,13
2,2,Tie,2,2,56,44,,4,5,10,4,20,10,6,1,9,2,32,16,83,79,10,39,14,15,2,2,0,0,0,0,2,2,2014,0-1,02-Feb,8,7,6.7,19,12
1,0,Away Team Win,1,2,46,54,8,4,4,1,5,8,15,3,6,1,3,23,17,69,78,31,37,16,26,4,4,0,0,0,0,2,1,2014,44562,01-Feb,5.4,5.5,7,10,17
0,1,Home Team Win,3,2,57,43,14,11,3,6,3,19,8,2,2,4,3,25,15,79,73,28,32,24,27,3,5,0,0,0,0,2,3,2014,44593,03-Feb,7.5,5.7,5.5,16,31
0,1,Home Team Win,1,0,45,55,-10,5,5,4,6,13,15,4,4,12,10,14,19,78,79,30,24,16,13,3,2,0,0,0,0,0,1,2014,1-0,1-0,3.9,6.6,6.4,9,13
