Result,Home Team Rating,Winning Team Possession Difference %,Home Team Possession %
Tie,6.5,,49
Home Team Win,6,,64
Home Team Win,6.4,,41
Away Team Win,5.8,,54
Home Team Win,8.2,,42
Tie,6.5,,40
Home Team Win,6.2,,40
Home Team Win,7.2,,73
Home Team Win,7.1,,46
Away Team Win,4.2,,57
Tie,5,,61
Away Team Win,5.5,,36
Home Team Win,7.2,,58
Home Team Win,6.3,,61
Home Team Win,6.5,,50
Tie,7.3,,55
Tie,6.9,,63
Tie,6.4,,56
Tie,6.7,,48
Home Team Win,7.8,,36
Tie,5.2,,66
Tie,6.3,,44
Tie,5.3,,55
Tie,6.7,,43
Away Team Win,6.1,,53
Away Team Win,6.7,,52
Home Team Win,7.7,,64
Away Team Win,4.7,,53
Home Team Win,8,,47
Home Team Win,7,,31
Tie,7,,54
Tie,5.9,,34
Tie,6.7,,64
Tie,6.5,,64
Tie,6.4,,48
Home Team Win,6.8,,53
Away Team Win,4.2,,47
Away Team Win,5.5,,64
Home Team Win,6.8,,55
Away Team Win,4.3,,57
Tie,6.7,,43
Tie,6.7,,54
Away Team Win,5.9,,54
Home Team Win,7.5,,62
Tie,5.8,,35
Home Team Win,7.8,,46
Home Team Win,7.6,,43
Away Team Win,5.3,,61
Tie,6.5,,58
Home Team Win,6.9,,71
Tie,6.4,,44
Home Team Win,6.8,,37
Away Team Win,4.9,,64
Home Team Win,6.7,,33
Tie,6.8,,67
Tie,6.3,,57
Home Team Win,6.8,,53
Away Team Win,5.7,,58
Away Team Win,4.7,,50
Home Team Win,5.6,,60
Home Team Win,6.4,,42
Tie,6.5,,39
Away Team Win,4.2,,45
Home Team Win,8.1,,65
Away Team Win,5.2,,26
Home Team Win,6.9,,41
Away Team Win,5.8,,44
Home Team Win,7.8,,59
Home Team Win,7.5,,54
Home Team Win,6.3,,56
Away Team Win,5.8,,43
Away Team Win,3.9,,36
Away Team Win,4.8,,66
Home Team Win,7.6,,65
Away Team Win,6,,46
Home Team Win,7.5,,46
Home Team Win,7.4,,66
Home Team Win,5.8,,46
Home Team Win,7.2,,54
Home Team Win,7.7,,55
Home Team Win,6.6,,53
Tie,6.2,,55
Home Team Win,7.5,,63
Tie,6.9,,60
Home Team Win,6.5,,38
Home Team Win,7.4,,49
Tie,6,,48
Tie,7.1,,53
Home Team Win,7.5,,52
Away Team Win,5.4,,44
Away Team Win,5.1,,47
Tie,6.4,,58
Away Team Win,4.9,,25
Home Team Win,6.9,,48
Home Team Win,6.9,,55
Tie,4.8,,49
Away Team Win,5.7,,55
Home Team Win,7.2,,54
Home Team Win,6,,61
Away Team Win,4.9,,46
Away Team Win,5,,46
Away Team Win,5.4,,48
Home Team Win,6.5,,41
Away Team Win,5.6,,59
Tie,6.3,,48
Home Team Win,6.3,,67
Home Team Win,6.7,,48
Away Team Win,6.1,,30
Home Team Win,6.5,,39
Home Team Win,6.5,,63
Home Team Win,7.9,,67
Home Team Win,6.8,,35
Away Team Win,5.2,,40
Away Team Win,5.7,,58
Away Team Win,5.5,,59
Tie,6.6,,47
Tie,6.7,,53
Home Team Win,6.5,,48
Home Team Win,7.2,,40
Home Team Win,6.3,,53
Tie,5.9,,53
Away Team Win,4.7,,67
Home Team Win,9,,54
Tie,6.4,,68
Home Team Win,6.8,,52
Tie,6.4,,46
Away Team Win,5.9,,54
Away Team Win,5.4,,57
Home Team Win,6.4,,47
Away Team Win,5.1,,42
Away Team Win,5,,49
Away Team Win,5.5,,50
Home Team Win,6.5,,49
Tie,6.4,,49
Tie,5.7,,55
Tie,6.8,,41
Home Team Win,7.7,,52
Home Team Win,8,,53
Home Team Win,6.7,,66
Home Team Win,7.6,,53
Away Team Win,5.6,,42
Home Team Win,9.1,,73
Home Team Win,8.7,,32
Away Team Win,5.4,,49
Away Team Win,3.6,,56
Home Team Win,6.5,,56
Away Team Win,4.5,,66
Home Team Win,6.9,,36
Away Team Win,6,,47
Home Team Win,8.8,,56
Home Team Win,7,,56
Away Team Win,5.9,,44
Away Team Win,4.9,,46
Tie,6.2,,58
Away Team Win,5,,45
Home Team Win,6.4,,46
Tie,6.2,,63
Home Team Win,6.5,,38
Tie,6.1,,54
Home Team Win,7.5,,56
Home Team Win,7.4,,41
Home Team Win,7.2,,69
Home Team Win,7.6,,56
Away Team Win,6,,42
Home Team Win,5.8,,56
Away Team Win,6.1,,53
Home Team Win,7.3,,63
Away Team Win,4.9,,63
Home Team Win,6.9,,48
Home Team Win,7.5,,33
Away Team Win,4.4,,49
Home Team Win,7.1,,52
Home Team Win,6.1,,41
Home Team Win,7.3,,54
Away Team Win,6,,66
Away Team Win,6,,52
Away Team Win,5.2,,43
Home Team Win,7.1,,48
Tie,6.6,,54
Home Team Win,5.9,,56
Away Team Win,5.4,,63
Away Team Win,5.5,,70
Away Team Win,5.9,,50
Home Team Win,6.7,,47
Tie,5.7,,65
Tie,6.8,,63
Tie,6.1,,46
Away Team Win,6,,35
Home Team Win,7.1,,47
Tie,6.7,,43
Tie,6.4,,49
Home Team Win,7.7,,44
Home Team Win,7.1,,40
Tie,6.6,,68
Home Team Win,7,,70
Away Team Win,6.1,,36
Away Team Win,6.1,,67
Tie,6.8,,43
Home Team Win,6.1,,66
Home Team Win,7.5,,45
Home Team Win,7.3,,51
Tie,6.7,,55
Away Team Win,5.7,,36
Home Team Win,8.6,,55
Home Team Win,7.5,,37
Away Team Win,5.4,,35
Home Team Win,5.8,,53
Home Team Win,6.7,,51
Home Team Win,7.1,,49
Tie,6.9,,42
Tie,6.3,,34
Home Team Win,6.8,,67
Home Team Win,6.9,,53
Away Team Win,5.1,,29
Tie,7.1,,71
Tie,7,,66
Away Team Win,6.4,,49
Tie,6.2,,50
Home Team Win,8.3,,51
Away Team Win,4.8,,69
Away Team Win,5.6,,55
Away Team Win,5,,42
Home Team Win,7.3,,59
Tie,6.3,,49
Tie,6.1,,32
Away Team Win,5.4,,49
Home Team Win,5.7,,35
Home Team Win,7.3,,43
Home Team Win,6.8,,63
Tie,6.4,,60
Home Team Win,6.9,,53
Away Team Win,5,,64
Tie,6,,45
Tie,7,,47
Home Team Win,7.4,,73
Home Team Win,8.8,,54
Home Team Win,7.1,,55
Away Team Win,5.7,,44
Tie,6.6,,48
Home Team Win,6.3,,63
Tie,6.1,,41
Away Team Win,5.8,,45
Home Team Win,6.6,,37
Away Team Win,4.7,,29
Home Team Win,7.1,,47
Tie,5.1,,60
Home Team Win,8.1,,39
Home Team Win,7.8,,43
Away Team Win,5.6,,71
Home Team Win,6.5,,44
Tie,7.1,,49
Away Team Win,4.8,,49
Home Team Win,7.1,,52
Home Team Win,6.3,,59
Away Team Win,5.3,,54
Home Team Win,5.6,,55
Tie,6.4,,48
Tie,6.5,,53
Home Team Win,7.3,,46
Home Team Win,7.2,,39
Home Team Win,7.1,,58
Away Team Win,6.2,,61
Tie,6.6,,30
Away Team Win,5.5,,31
Home Team Win,7.1,,58
Away Team Win,6.4,,62
Away Team Win,4.9,,60
Home Team Win,6.9,,48
Tie,6.3,,63
Tie,7,,58
Away Team Win,5.3,,41
Away Team Win,6,,54
Home Team Win,8,,68
Tie,6.8,,45
Home Team Win,6.3,,48
Tie,5.1,,51
Home Team Win,7.7,,36
Away Team Win,6,,56
Away Team Win,5.9,,51
Home Team Win,6.4,,54
Home Team Win,8.2,,70
Away Team Win,6.3,,37
Home Team Win,7.5,,58
Away Team Win,5,,31
Tie,6.9,,48
Tie,6.3,,37
Home Team Win,8,,45
Home Team Win,7.1,,51
Tie,6.7,,59
Home Team Win,6.6,,51
Away Team Win,6.2,,48
Away Team Win,5.4,,47
Home Team Win,9.7,,69
Home Team Win,6.9,,48
Tie,5.4,,62
Home Team Win,8.1,,59
Away Team Win,4.4,,59
Home Team Win,6.7,,42
Away Team Win,5.7,,56
Home Team Win,7.8,,60
Home Team Win,7,,38
Home Team Win,8.4,,49
Away Team Win,6.3,,42
Home Team Win,7,,55
Tie,6.6,,53
Home Team Win,6.6,,54
Home Team Win,7.6,,45
Away Team Win,5.9,,46
Tie,6.6,,40
Tie,5.7,,48
Away Team Win,6.1,,49
Away Team Win,5.3,,65
Home Team Win,8,,64
Tie,6.1,,48
Home Team Win,7.2,,49
Tie,5.4,,57
Tie,6.4,,45
Home Team Win,7.7,,37
Home Team Win,6.5,,58
Away Team Win,3.6,,68
Tie,6.8,,65
Tie,6.8,,51
Tie,6.1,,24
Tie,6.2,,40
Away Team Win,4.8,,64
Home Team Win,7.5,,48
Away Team Win,5.2,,63
Tie,5.8,,60
Away Team Win,5.7,,54
Home Team Win,7.5,,50
Away Team Win,5.7,,50
Away Team Win,5.1,,35
Away Team Win,5.3,,62
Away Team Win,5,,55
Away Team Win,5.9,,52
Tie,5.8,,58
Away Team Win,6,,53
Tie,6.9,,54
Tie,7,,66
Home Team Win,6.1,,61
Tie,6.6,,55
Tie,6.6,,68
Tie,6.2,,38
Home Team Win,6.2,,68
Home Team Win,6.9,,49
Tie,6.3,,56
Tie,6.2,,59
Home Team Win,7.3,,51
Tie,5.1,,55
Tie,6.8,,47
Home Team Win,8.7,,64
Home Team Win,6.8,,55
Away Team Win,4.2,,23
Tie,6.2,,39
Tie,6.5,,56
Home Team Win,7.8,,43
Tie,6.4,,31
Home Team Win,6.9,,57
Home Team Win,8.2,,46
Tie,6.7,,41
Home Team Win,7.1,,76
Home Team Win,7.4,,70
Away Team Win,6.1,,53
Tie,5.8,,55
Away Team Win,5.5,,52
Home Team Win,6.3,,60
Tie,5.4,,55
Home Team Win,6.7,,52
Tie,6.4,,40
Tie,5.9,,68
Home Team Win,7,,65
Away Team Win,6.2,,26
Home Team Win,6.5,,57
Home Team Win,7.4,,44
Away Team Win,4.7,,49
Tie,6.5,,42
Tie,6.9,,59
Away Team Win,5.9,,55
Away Team Win,5.3,,38
Home Team Win,6.1,,29
Home Team Win,6.2,,55
Home Team Win,9,,70
Away Team Win,4.7,,65
Away Team Win,4.8,,57
Home Team Win,6.5,,55
Tie,6,,37
Home Team Win,7,,62
Home Team Win,7.5,,48
Tie,6.9,,48
Tie,7.2,,66
Tie,6.6,,57
Home Team Win,7.7,,42
Home Team Win,7.6,,45
Home Team Win,7.2,,27
Away Team Win,6.4,,51
Away Team Win,4.6,,63
Away Team Win,4.3,,63
Home Team Win,7.5,,24
Away Team Win,5.6,,35
Home Team Win,6.4,,53
Away Team Win,6.4,,44
Home Team Win,6.7,,63
Home Team Win,7.6,,58
Home Team Win,7.4,,62
Home Team Win,7,,56
Home Team Win,6.6,,57
Home Team Win,8,,51
Home Team Win,7.2,,63
Away Team Win,5.6,,49
Home Team Win,6.7,,32
Away Team Win,5,,33
Home Team Win,7.1,,41
Away Team Win,5.8,,52
Tie,6.7,,70
Tie,6.1,,50
Tie,6.5,,48
Tie,6.4,,46
Away Team Win,4.1,,59
Away Team Win,6.3,,45
Home Team Win,7.1,,69
Tie,7.2,,64
Away Team Win,5.9,,56
Home Team Win,7.1,,41
Away Team Win,4.9,,57
Home Team Win,6.3,,45
Away Team Win,5,,46
Home Team Win,7.3,,62
Tie,6.8,,59
Tie,6.7,,53
Tie,6.6,,46
Home Team Win,8.6,,72
Tie,6,,54
Home Team Win,6.6,,58
Away Team Win,5.6,,42
Home Team Win,6.4,,44
Tie,6.8,,50
Home Team Win,8.1,,35
Home Team Win,6.5,,45
Tie,6.7,,52
Away Team Win,4.8,,69
Home Team Win,7.7,,51
Away Team Win,6,,45
Home Team Win,7.8,,37
Away Team Win,6.4,,58
Tie,6.6,,58
Tie,7,,56
Away Team Win,4.9,,63
Home Team Win,7.2,,36
Tie,6.7,,48
Tie,6.6,,49
Tie,7.2,,63
Tie,5.9,,48
Home Team Win,6.6,,68
Tie,7.1,,51
Tie,5.8,,38
Home Team Win,6.9,,50
Tie,6.8,,57
Home Team Win,7.4,,36
Home Team Win,7.4,,67
Tie,7.1,,45
Tie,7.7,,40
Home Team Win,6.8,,60
Away Team Win,6,,45
Home Team Win,8.5,,52
Away Team Win,5.6,,45
Home Team Win,7.9,,31
Away Team Win,2.3,,36
Home Team Win,7.9,,52
Tie,6.2,,40
Away Team Win,5.3,,61
Home Team Win,7.9,,42
Home Team Win,8.2,,42
Home Team Win,7,,49
Home Team Win,6.8,,52
Away Team Win,4.8,,75
Home Team Win,7.5,,60
Tie,5.4,,44
Home Team Win,7.3,,62
Away Team Win,6.2,,75
Away Team Win,5.5,,62
Home Team Win,8.1,,56
Home Team Win,7.3,,45
Home Team Win,6.1,,46
Away Team Win,6.7,,52
Tie,6.8,,45
Away Team Win,5.8,,54
Away Team Win,5.2,,59
Home Team Win,7,,32
Away Team Win,5.7,,38
Away Team Win,5.1,,37
Away Team Win,5.7,,31
Home Team Win,6.5,,59
Home Team Win,8.3,,47
Home Team Win,6.4,,38
Tie,5.5,,53
Away Team Win,5.8,,54
Home Team Win,7.5,,51
Home Team Win,8,,59
Tie,6.8,,72
Tie,6.2,,52
Home Team Win,8.5,,68
Tie,6.8,,59
Away Team Win,5,,39
Away Team Win,5.6,,46
Home Team Win,8.2,,57
Away Team Win,5.6,,69
Away Team Win,4.9,,56
Away Team Win,4.5,,65
Home Team Win,7,,38
Home Team Win,7.2,,65
Tie,6,,55
Home Team Win,6.3,,38
Home Team Win,6.9,,49
Tie,6.6,,58
Home Team Win,6,,49
Tie,6.3,,62
Tie,7,,68
Tie,6.6,,32
Home Team Win,9.2,,65
Home Team Win,6.7,,43
Tie,4.9,,55
Away Team Win,6.2,,54
Away Team Win,6.2,,48
Away Team Win,5.2,,53
Home Team Win,5.9,,55
Tie,6.7,,52
Home Team Win,6.6,,71
Away Team Win,5.8,,52
Home Team Win,7.4,,55
Away Team Win,4.8,,69
Away Team Win,4.7,,26
Home Team Win,7.1,,54
Tie,6.6,,65
Home Team Win,9.5,,66
Home Team Win,7.6,,54
Home Team Win,6.6,,50
Home Team Win,7.2,,57
Home Team Win,7.3,,65
Home Team Win,8.8,,61
Away Team Win,5,,57
Away Team Win,5.9,,57
Home Team Win,6.8,,53
Home Team Win,7.5,,33
Tie,6.7,,42
Away Team Win,4.8,,51
Home Team Win,7.4,,37
Home Team Win,7.5,,39
Away Team Win,6.1,,34
Away Team Win,5.4,,67
Away Team Win,4.7,,67
Away Team Win,6.2,,64
Tie,6.7,,36
Away Team Win,5.9,,50
Home Team Win,8.4,,50
Away Team Win,5.8,,34
Away Team Win,5.3,,26
Tie,5.4,,71
Home Team Win,7,,46
Home Team Win,6.9,,53
Home Team Win,6.8,,59
Away Team Win,6.2,,52
Home Team Win,6.7,,42
Away Team Win,4.8,,42
Home Team Win,6.9,,46
Tie,6.7,,58
Home Team Win,7.1,,69
Away Team Win,4.3,,52
Away Team Win,6,,43
Home Team Win,7,,57
Home Team Win,6.1,,54
Home Team Win,7.3,,45
Home Team Win,7.8,,35
Home Team Win,7,,57
Home Team Win,8.2,,66
Home Team Win,6.7,,50
Home Team Win,6.7,,32
Home Team Win,7,,52
Home Team Win,6.2,,42
Tie,6.9,,44
Away Team Win,5.2,,61
Tie,7.1,,52
Home Team Win,7,,45
Tie,6.3,,62
Home Team Win,7.6,,34
Tie,6.3,,61
Away Team Win,5.1,,50
Away Team Win,4.7,,52
Away Team Win,5.9,,75
Home Team Win,6.9,,46
Home Team Win,7,,41
Tie,7.1,,51
Away Team Win,5.5,,62
Home Team Win,6.3,,52
Home Team Win,6.8,,65
Away Team Win,3.6,,33
Home Team Win,7.9,,47
Away Team Win,6.1,,64
Home Team Win,5.8,,59
Tie,6.7,,44
Home Team Win,7.5,,38
Tie,5.7,,62
Tie,6.5,,47
Home Team Win,5.7,,62
Tie,6.4,,45
Away Team Win,5.7,,68
Home Team Win,7.7,,57
Tie,6.8,,62
Home Team Win,6.6,,45
Home Team Win,6.9,,42
Away Team Win,4.8,,47
Home Team Win,8.9,,67
Home Team Win,8.1,,50
Home Team Win,6.8,,55
Home Team Win,7.5,,29
Home Team Win,7.2,,36
Home Team Win,7,,58
Home Team Win,7.4,,43
Away Team Win,5.5,,68
Tie,5.2,,63
Home Team Win,6.7,,62
Home Team Win,6.9,,64
Away Team Win,6.1,,41
Home Team Win,6.9,,60
Home Team Win,6.1,,64
Home Team Win,7.8,,68
Home Team Win,6.1,,65
Home Team Win,6.3,,46
Home Team Win,7.7,,40
Tie,6.7,,55
Away Team Win,2.9,,43
Tie,6.4,,46
Home Team Win,6,,54
Home Team Win,7.2,,49
Home Team Win,7.1,,57
Home Team Win,6.8,,59
Home Team Win,5.8,,51
Away Team Win,5.6,,58
Away Team Win,5.9,,55
Home Team Win,7.6,,49
Tie,6.7,,52
Tie,6.6,,68
Home Team Win,7.3,,61
Home Team Win,7.8,,60
Away Team Win,4.6,,68
Home Team Win,6.1,,61
Home Team Win,6.3,,53
Tie,5.5,,57
Tie,6.3,,48
Away Team Win,6,,48
Away Team Win,5.3,,43
Away Team Win,5,,30
Tie,6.5,,70
Away Team Win,5.9,,34
Away Team Win,5.2,,59
Tie,6.4,,43
Home Team Win,7,,42
Tie,6.6,,57
Tie,7.5,,53
Home Team Win,7.5,,53
Home Team Win,7.9,,63
Home Team Win,6.8,,56
Tie,6.9,,60
Home Team Win,7.4,,32
Home Team Win,8.3,,58
Home Team Win,7.1,,68
Home Team Win,6.3,,50
Home Team Win,6.9,,37
Tie,5.9,,63
Tie,5.9,,43
Home Team Win,8.2,,32
Tie,6,,51
Home Team Win,8.8,,64
Away Team Win,5.2,,49
Away Team Win,5.8,,36
Home Team Win,7.6,,70
Tie,6.5,,59
Away Team Win,5.8,,56
Tie,6.7,,45
Tie,6.5,,56
Home Team Win,6,,64
Away Team Win,5.6,,35
Home Team Win,6.2,,46
Home Team Win,8.4,,57
Tie,6.5,,51
Tie,5.4,,53
Tie,5.3,,58
Home Team Win,6.7,,56
Tie,6.2,,58
Away Team Win,5.3,,46
Tie,5.9,,67
Away Team Win,5.4,,45
Home Team Win,7,,57
Home Team Win,7,,44
Tie,6.5,,54
Home Team Win,8.6,,52
Tie,6.8,,50
Away Team Win,3.4,,37
Away Team Win,6.3,,49
Tie,6.3,,37
Home Team Win,6.6,,45
Home Team Win,7.3,,60
Tie,6.9,,54
Home Team Win,7.9,,33
Away Team Win,4.8,,48
Tie,5.5,,47
Home Team Win,7.6,,54
Home Team Win,8,,61
Home Team Win,7.1,,57
Home Team Win,7.4,,64
Home Team Win,7.9,,67
Away Team Win,5,,42
Away Team Win,5.8,,52
Away Team Win,4.5,,47
Home Team Win,6.7,,45
Home Team Win,5.9,,38
Home Team Win,8,,48
Home Team Win,7.8,,48
Home Team Win,6.5,,41
Home Team Win,5.8,,39
Tie,7,,60
Home Team Win,5.8,,50
Away Team Win,5.5,,55
Home Team Win,7.6,,26
Tie,5.1,,54
Home Team Win,8,,40
Away Team Win,4.9,,65
Home Team Win,8.5,,53
Home Team Win,6.7,,66
Home Team Win,7.1,,57
Away Team Win,4.3,,56
Home Team Win,8.9,,63
Tie,6.2,,58
Home Team Win,7.2,,62
Tie,6.4,,36
Tie,5.6,,64
Away Team Win,6.1,,42
Home Team Win,5.9,,58
Home Team Win,7.3,,47
Tie,5.6,,43
Tie,7.2,,59
Away Team Win,5.9,,47
Home Team Win,7.2,,50
Home Team Win,6.5,,57
Tie,6.1,,46
Tie,6.5,,54
Away Team Win,6.1,,61
Home Team Win,7.3,,34
Away Team Win,5.1,,58
Tie,6.7,,29
Away Team Win,5.7,,44
Home Team Win,6.7,,44
Tie,6.6,,62
Tie,6.6,,53
Home Team Win,7,,47
Home Team Win,7.4,,49
Home Team Win,6.8,,55
Home Team Win,7.6,,57
Home Team Win,6.6,,46
Home Team Win,7.9,,63
Away Team Win,6,,68
Home Team Win,7.3,,64
Tie,6.1,,54
Away Team Win,5.5,,51
Away Team Win,5.4,,65
Tie,5.7,,50
Home Team Win,6.5,,54
Away Team Win,4.4,,46
Tie,6.2,,55
Home Team Win,6.5,,29
Home Team Win,8,,35
Home Team Win,5.9,,53
Away Team Win,4.7,,55
Tie,6.5,,37
Away Team Win,6.3,,59
Away Team Win,5.2,,28
Home Team Win,7.8,,48
Away Team Win,4.4,,62
Home Team Win,6.7,,31
Away Team Win,5.6,,52
Away Team Win,4.7,,46
Home Team Win,7.4,,77
Home Team Win,7.4,,68
Home Team Win,6.9,,65
Tie,7,,56
Tie,5.8,,47
Home Team Win,6.7,,47
Home Team Win,6.8,,57
Tie,6,,36
Away Team Win,5.5,,44
Home Team Win,7.3,,36
Away Team Win,4.8,,52
Home Team Win,9.5,,62
Home Team Win,6.3,,50
Away Team Win,5.6,,57
Home Team Win,6.6,,51
Home Team Win,7.7,,60
Home Team Win,7.1,,33
Tie,6.4,,35
Home Team Win,7.8,,59
Away Team Win,5.7,,53
Home Team Win,6.3,,47
Away Team Win,6.1,,48
Tie,6.2,,45
Home Team Win,6.8,,62
Home Team Win,8,,64
Tie,6.9,,77
Home Team Win,6.6,,50
Home Team Win,7.1,,55
Away Team Win,5.4,,56
Away Team Win,4.6,,53
Home Team Win,6.8,,44
Tie,6.4,,57
Home Team Win,7.6,,50
Away Team Win,4.5,,64
Home Team Win,9.2,,63
Away Team Win,4.4,,50
Tie,6.4,,37
Home Team Win,6.6,,71
Tie,5.7,,56
Tie,6.2,,37
Away Team Win,5.5,,60
Away Team Win,5.8,,34
Tie,6.1,,46
Away Team Win,4.8,,59
Tie,6,,35
Home Team Win,8.2,,48
Tie,5.7,,67
Home Team Win,7.7,,54
Home Team Win,7.1,,63
Away Team Win,6,,52
Tie,6.1,,58
Away Team Win,4.9,,42
Home Team Win,9,,61
Tie,6.4,,58
Home Team Win,8.4,,60
Away Team Win,5.5,,42
Home Team Win,5.8,,53
Tie,6.1,,46
Tie,6.4,,38
Tie,5.4,,38
Away Team Win,6,,43
Home Team Win,6.9,,50
Home Team Win,8.3,,40
Away Team Win,4.8,,52
Away Team Win,6.1,,51
Home Team Win,7.1,,52
Home Team Win,7,,73
Tie,6.1,,63
Away Team Win,5.9,,43
Tie,5.9,,34
Home Team Win,6.7,,43
Home Team Win,7.1,,53
Away Team Win,5.5,,63
Home Team Win,6.9,,54
Away Team Win,5.8,,22
Home Team Win,7.2,,63
Away Team Win,5.3,,41
Away Team Win,5.4,,56
Away Team Win,3.9,,69
Home Team Win,7.4,,52
Home Team Win,7.6,,35
Away Team Win,5.4,,51
Away Team Win,4.8,,67
Tie,6.6,,59
Home Team Win,7.6,,66
Away Team Win,5.6,,42
Home Team Win,6.6,,64
Home Team Win,6.4,,39
Home Team Win,6.9,,43
Home Team Win,7.7,,46
Tie,5.4,,50
Home Team Win,6.9,,56
Away Team Win,5.6,,50
Home Team Win,8.5,,57
Tie,7.3,,29
Home Team Win,7.7,,69
Home Team Win,6.9,,43
Home Team Win,6.5,,60
Home Team Win,9.1,,63
Away Team Win,5.7,,51
Home Team Win,6.6,,41
Tie,6.2,,28
Tie,6.5,,49
Away Team Win,5.8,,55
Away Team Win,5.9,,45
Home Team Win,8,,66
Away Team Win,5.2,,61
Home Team Win,7.2,,41
Home Team Win,6.2,,62
Away Team Win,5.6,,52
Home Team Win,6.7,,43
Away Team Win,4.6,,48
Tie,6.6,,51
Home Team Win,7.2,,33
Tie,6.1,,60
Home Team Win,8.7,,72
Away Team Win,5.9,,70
Away Team Win,5.1,,53
Away Team Win,5.1,,48
Tie,6.7,,56
Home Team Win,8.7,,42
Home Team Win,6.7,,42
Home Team Win,6.8,,59
Home Team Win,6.6,,45
Away Team Win,4.1,,27
Away Team Win,5.9,,68
Home Team Win,6.9,,47
Home Team Win,6.9,,58
Home Team Win,7.5,,42
Away Team Win,6.1,,48
Home Team Win,6.2,,50
Tie,6,,63
Away Team Win,5,,42
Tie,6.5,,34
Tie,6.8,,39
Home Team Win,7.1,,39
Home Team Win,7.6,,52
Tie,5.7,,75
Home Team Win,7.9,,50
Tie,6.3,,60
Away Team Win,5.3,,50
Tie,5.5,,58
Home Team Win,5.8,,65
Home Team Win,7.4,,40
Away Team Win,6.2,,54
Tie,6,,54
Away Team Win,6.1,,37
Home Team Win,7,,54
Home Team Win,7.7,,64
Home Team Win,6.9,,43
Tie,6.3,,62
Tie,6.4,,37
Home Team Win,6.9,,59
Tie,6.3,,39
Home Team Win,6.8,,71
Home Team Win,7.5,,68
Home Team Win,8.6,,62
Home Team Win,6.8,,40
Tie,6.9,,36
Away Team Win,4.2,,58
Home Team Win,6.1,,52
Home Team Win,7.6,,62
Tie,6.4,,44
Home Team Win,7.6,,53
Away Team Win,5.2,,70
Away Team Win,5.9,,52
Away Team Win,5.1,,36
Home Team Win,7.5,,51
Home Team Win,6.4,,48
Away Team Win,6.1,,46
Away Team Win,5.3,,59
Home Team Win,8.2,,46
Away Team Win,5,,47
Away Team Win,4.7,,26
Away Team Win,5.7,,43
Tie,6.3,,41
Tie,6.8,,54
Tie,6.3,,40
Home Team Win,7.8,,47
Home Team Win,7.1,,57
Away Team Win,5.7,,65
Away Team Win,4.6,,64
Tie,6.4,,60
Home Team Win,9.1,,73
Home Team Win,7.6,,61
Tie,6.5,,38
Home Team Win,6.8,,57
Home Team Win,6.5,,45
Home Team Win,7.6,,53
Home Team Win,6.4,,52
Home Team Win,7.7,,35
Home Team Win,8,,48
Tie,6.2,,44
Home Team Win,8.5,,47
Tie,6.2,,40
Away Team Win,4.1,,28
Home Team Win,8,,45
Tie,6.4,,47
Home Team Win,7,,52
Away Team Win,5.5,,58
Away Team Win,5.6,,60
Tie,5.8,,53
Home Team Win,5.9,,57
Away Team Win,5,,65
Away Team Win,5.7,,46
Home Team Win,7.9,,59
Away Team Win,6,,52
Away Team Win,5.4,,49
Home Team Win,6.3,,45
Home Team Win,7.4,,44
Away Team Win,5.6,,48
Away Team Win,5.9,,49
Away Team Win,5.9,,52
Home Team Win,6.7,,70
Tie,6.2,,64
Away Team Win,4.9,,63
Tie,6.9,,25
Tie,6.2,,59
Home Team Win,5.7,,56
Home Team Win,7,,55
Away Team Win,4.7,,62
Tie,6.2,,56
Away Team Win,6.1,,69
Home Team Win,8.1,,63
Tie,6.3,,52
Home Team Win,8.1,,59
Away Team Win,4.5,,63
Home Team Win,7,,53
Tie,7,,44
Tie,7,,54
Home Team Win,7.2,,29
Tie,6.7,,60
Away Team Win,5.2,,63
Home Team Win,7.8,,33
Home Team Win,6.7,,61
Away Team Win,5.1,,33
Tie,5,,72
Home Team Win,6.8,,70
Home Team Win,6.6,,56
Away Team Win,5.8,,47
Home Team Win,7.9,,48
Tie,6.2,,56
Home Team Win,6.6,,36
Tie,6,,53
Away Team Win,5.6,,56
Home Team Win,6.6,,48
Away Team Win,6,,49
Away Team Win,5.3,,50
Home Team Win,6.7,,41
Home Team Win,6,,44
Home Team Win,7.4,,36
Away Team Win,6.2,,63
Away Team Win,3.9,,43
Tie,6.6,,33
Home Team Win,8.2,,66
Away Team Win,5.5,,53
Away Team Win,5.9,,41
Home Team Win,6.4,,50
Tie,6.9,,67
Home Team Win,6.4,,52
Tie,6.6,,55
Tie,6.5,,52
Away Team Win,6.1,,64
Home Team Win,6.4,,47
Away Team Win,4.8,,31
Tie,6.5,,51
Home Team Win,8.1,,49
Home Team Win,6.4,,41
Home Team Win,8.3,,50
Home Team Win,6.4,,50
Away Team Win,5,,39
Home Team Win,8.7,,71
Away Team Win,3.9,,41
Home Team Win,6.8,,64
Tie,6,,36
Home Team Win,8.6,,73
Home Team Win,6.7,,51
Tie,6.2,,63
Tie,6.1,,40
Home Team Win,6.6,,57
Tie,6.4,,38
Tie,6.4,,62
Tie,6.3,,36
Tie,6.2,,59
Home Team Win,6.7,,52
Home Team Win,7.8,,38
Home Team Win,8.1,,38
Home Team Win,7.1,,41
Home Team Win,6.5,,52
Away Team Win,5.9,,50
Away Team Win,4.3,,49
Home Team Win,6.8,,66
Away Team Win,5.6,,34
