Home Team Fouls,Home Team Fouls Z-Score,Home Team Fouls Min-Max,Winning Team Possession Difference %,Winning Team Possession Difference Z-Score,Winning Team Possession Difference Min-Max
12,-0.188406801565844,0.36363636363636365,-12.0,-0.6656585824672068,0.3939393939393939
10,-0.6727552330422312,0.30303030303030304,12.0,0.39839140271855994,0.5757575757575758
16,0.7802900613869304,0.48484848484848486,,,
15,0.5381158456487367,0.45454545454545453,4.0,0.043708074323304355,0.5151515151515151
13,0.053767414172349585,0.3939393939393939,,,
14,0.2959416299105432,0.42424242424242425,-12.0,-0.6656585824672068,0.3939393939393939
13,0.053767414172349585,0.3939393939393939,,,
10,-0.6727552330422312,0.30303030303030304,42.0,1.7284538842007682,0.803030303030303
15,0.5381158456487367,0.45454545454545453,28.0,1.107758059509071,0.696969696969697
25,2.9598580030306727,0.7575757575757576,14.0,0.4870622348173738,0.5909090909090909
14,0.2959416299105432,0.42424242424242425,-8.0,-0.488316918269579,0.42424242424242425
13,0.053767414172349585,0.3939393939393939,,,
11,-0.4305810173040376,0.3333333333333333,,,
18,1.2646384928633174,0.5454545454545454,-40.0,-1.9070502318506013,0.18181818181818182
